headline,date
"Meta redesigns Facebook, gives it a Gen-Z makeover with new look, more visibility to Reels","October 05, 2024 07:57 PM"
How to tag someone in WhatsApp Status: A complete guide,"October 05, 2024 11:15 PM"
Meta Movie Gen announced: Here's everything you need to know about Meta's all-new  AI movie tool,"October 05, 2024 12:05 PM"
"Garena Free Fire MAX redeem codes for October 5, 2024: Win diamonds, pets, skins, and more","October 05, 2024 09:44 AM"
Feel motion sickness while travelling? Hereâ€™s how this iPhone feature may help,"October 05, 2024 07:28 AM"
Google tests verified check marks in search results,"October 04, 2024 10:25 PM"
Samsung Galaxy S25 Ultra leaked dummy hints at a newer design and thinner body: All the details,"October 04, 2024 09:30 PM"
"Lava Agni 3 with dual displays, MediaTek Dimensity 7300X SoC launched in India: Price, specs, and more","October 04, 2024 08:35 PM"
Google Meet's new Start a Call screen: What is it and how it make things easier for users,"October 04, 2024 08:06 PM"
This could be the first iPhone to come with Appleâ€™s own 5G modem,"October 04, 2024 06:31 PM"
"Google for India 2024: UPI Circle, Gemini in Hindi, online safety improvements and everything else announced at the event","October 04, 2024 05:19 PM"
Google to stop linking to New Zealand news if law forces it to pay for content,"October 04, 2024 04:38 PM"
"Apple rolls out watchOS 11.0.1, macOS 15.0.1 updates: Complete changelog, how to update and more","October 04, 2024 04:35 PM"
Govt exploring ways to allow industry to use ISRO premises for setting up satellite ground stations,"October 04, 2024 04:18 PM"
"Samsung One UI 7 based on Android 15 delayed, this is when it will rollout","October 04, 2024 03:37 PM"
Apple starts rolling out iOS 18.0.1 and iPadOS 18.0.1 updates with fix for two critical bugs,"October 04, 2024 02:43 PM"
IT Q2 FY25 earnings: 5 factors to watch out for,"October 04, 2024 02:56 PM"
Samsung Galaxy A56 spotted on Geekbench with new Exynos 1580 SoC and Android 15 operating system,"October 04, 2024 02:24 PM"
"Google brings live locations sharing feature to Android, hereâ€™s how it works and what it means for users","October 04, 2024 12:37 PM"
"Garena Free Fire MAX redeem codes for October 4, 2024: Earn free rewards and exciting prizes","October 04, 2024 11:42 AM"
"Indian PSUs, banks tap private cloud for cost efficiency and data security inÂ  Gen AI experimentation","October 04, 2024 01:52 PM"
WhatsApp introduces tagging feature in status updates: How it works and more,"October 04, 2024 09:01 AM"
OpenAI reveals new Canvas interface for ChatGPT: All the details,"October 04, 2024 08:49 AM"
"Apple plans 4 more retail stores in India, officially begins making iPhone 16 Pro, Pro Max","October 04, 2024 10:18 AM"
"Samsung Galaxy Tab S10 Ultra and Tab S10+ now available for purchase: Price, discount offers and more","October 03, 2024 11:45 PM"
Xiaomi India introduces Sign Language support for better customer accessibility: All the details,"October 03, 2024 11:49 PM"
CoinSwitch launches crypto futures trading for over 350 contracts,"October 03, 2024 07:42 PM"
HCLTech launches AI-based digital workplace solutions using Intel Core Ultra processors,"October 03, 2024 07:12 PM"
"This new Google Maps feature will make it easier to navigate in winter: What is it, how it works and more","October 03, 2024 06:08 PM"
UST acquires ISG's automation armÂ for $27 million in all-cash deal,"October 03, 2024 05:36 PM"
"Beats launches special edition Solo Buds, hereâ€™s how you can get them for free","October 03, 2024 05:17 PM"
Microsoft Office 2024 is now available for Windows and Mac users with one-time subscription: All you need to know,"October 03, 2024 04:12 PM"
Karnataka CID takes over probe into Swiggyâ€™s Rs 33-crore graft complaint against ex-employee,"October 04, 2024 04:33 PM"
"Snapchat brings Footsteps feature on iOS: What is it, how to use, privacy concerns and more","October 03, 2024 02:33 PM"
"Gmail gets updated 'Summary card' with support for package tracking, new email actions and more","October 03, 2024 01:28 PM"
"Google Pay enters secured loans segment, partners with Muthoot","October 03, 2024 01:41 PM"
Is nuclear energy the zero-carbon answer to powering AI?,"October 03, 2024 01:20 PM"
"Google ups AI game in India with localised search, Gemini expansion, skilling, and more","October 03, 2024 06:23 PM"
"Adobe introduces Photoshop Elements & Premiere Elements 2025 with new AI tools: Whatâ€™s new, how to update and more","October 03, 2024 12:43 PM"
"Infosys, HCLTech, & LTIMindtree shift wage hikes to Q3 to sustain margins amidst weak demand","October 03, 2024 12:36 PM"
Sachin Bansal's Navi Finserv posts mixed FY24 results amid big gains from subsidiary sale,"October 03, 2024 02:23 PM"
Is Zeptoâ€™s meat brand Relish on track to become a Rs 500 crore business? What the numbers say,"October 03, 2024 01:31 PM"
Will AI run your house soon in future? This is what SoftBankâ€™s Son thinks about tech's potential,"October 03, 2024 11:34 AM"
"After iPhones, Apple now plans Made-in-India AirPods: Report","October 03, 2024 10:33 AM"
Google seeks settlement in anti-trust case over smart TVs: Report,"October 03, 2024 10:23 AM"
WazirX to set up committee of creditors by October 9 following $230-million hack,"October 03, 2024 10:01 AM"
"Garena Free Fire MAX redeem codes for October 3, 2024: Grab freebies in battle royale game daily","October 03, 2024 09:23 AM"
Apple team at Tata Electronics' Hosur plant to offer 'guidance' after fire: Report,"October 03, 2024 10:29 AM"
"Apple reveals Diwali offers in India: Check out all the deals, discounts and more","October 03, 2024 07:59 AM"
"Google will not do an Amazon, tells employees five days a week in office not compulsory","October 03, 2024 07:18 AM"
OpenAI has closed new funding round raising over $6.5 billion,"October 02, 2024 10:11 PM"
Google rolls out Chat with Gemini and other new features to Chromebooks: All the details,"October 02, 2024 08:26 PM"
Dhan turns profitable with Rs 177 crore in FY24 as revenue surges by 689%,"October 02, 2024 07:29 PM"
"Accenture, NVIDIA announce new business group to help enterprises scale AI adoption","October 02, 2024 07:21 PM"
"Apple Podcasts introduces Series Essentials, Top Series chart","October 02, 2024 06:33 PM"
Google brings Pixel 9â€™s Gemini AI features to all Android phones: All the details,"October 02, 2024 04:26 PM"
"Garena Free Fire MAX redeem codes for October 2, 2024: Win bundles, new outfits, and more rewards daily","October 02, 2024 02:08 PM"
iQoo beats Google and Samsung to Android 15 update; confirms FunTouch 15 update for iQoo 12,"October 02, 2024 01:27 PM"
KKR is said to weigh takeover bid for chip gear maker ASMPT,"October 02, 2024 12:39 PM"
"Microsoft 'kills' HoloLens 2 headset, here's why","October 02, 2024 12:30 PM"
"WhatsApp rolls out new filters and background features for video calls: How to use, things to keep in mind, and more","October 02, 2024 10:25 AM"
Vivo X200 launch: This is when the company will launch its most advanced camera phone,"October 02, 2024 09:00 AM"
AI Agents: The future of task management and workforce productivity,"October 02, 2024 09:23 AM"
Apple to launch new low-end iPhone model next year: Report,"October 02, 2024 07:15 AM"
"Peak XV cuts fund size by $465 million, reduces partner payout amid market frenzy","October 02, 2024 10:48 AM"
WhatsApp introduces two new features for video calls: All the details,"October 01, 2024 09:42 PM"
"Recall, Click to Do, Generative Fill in Paint and all other new AI features Microsoft announcedÂ forÂ WindowsÂ PCs","October 01, 2024 08:50 PM"
"Think Deeper, Copilot Voice, and more: Microsoft unveils new features for Copilot","October 01, 2024 08:46 PM"
'This is the beginning of a...' Microsoft AI CEO on why he is optimistic about the future of AI companions,"October 02, 2024 12:03 PM"
"Apple may launch M4-powered MacBooks, new iPad mini, and more later this month","October 02, 2024 03:53 PM"
"Stock broking firm Groww's revenue more than doubles to Rs 2,900 crore in FY24, net profit at Rs 298 crore","October 01, 2024 08:29 PM"
Samsung may start charging for Galaxy AI features by 2025,"October 01, 2024 07:07 PM"
"ONDC facilitates first mutual fund transaction, debuts with Nippon","October 01, 2024 06:40 PM"
"Upcoming phones in October 2024: OnePlus 13, Vivo X200 and more","October 01, 2024 06:04 PM"
Appleâ€™s next HomePod with iPad-like display and homeOS expected to arrive in 2025: All the details,"October 01, 2024 05:20 PM"
How Cred makes money,"October 03, 2024 11:39 AM"
"Google, Samsung responds to Epicâ€™s new lawsuit: What companies have said","October 01, 2024 04:12 PM"
"How to lock WhatsApp, banking apps and others on iPhone","October 01, 2024 05:15 PM"
"Foxconn says executives from Nvidia, Google, BMW will speak at its annual forum","October 01, 2024 02:57 PM"
"Cancel licence of Chinese brands OnePlus, iQoo, Poco: Mobile retailers urge Centre","October 01, 2024 11:38 PM"
"Bizarre browsing habits, sneaking IP moves, shifty typing: How startups are sniffing out digital fraudsters","October 01, 2024 02:51 PM"
"Meta has been fined $102 million, hereâ€™s why","October 01, 2024 12:17 PM"
Cerebras files for IPO as it challenges Nvidia in AI chips,"October 01, 2024 10:49 AM"
"Garena Free Fire MAX redeem codes for October 1, 2024: Win free gifts, rewards, and know how to redeem codes","October 01, 2024 10:05 AM"
"PlayStation Network suffers outage as gamers go offline, hereâ€™s what Sony has to say","October 01, 2024 02:12 PM"
Indifi co-founder Siddharth Mahanot steps down after nine-year tenure,"October 01, 2024 09:32 AM"
Meta updates RayBan smart glasses with new AI features and translationÂ ,"October 01, 2024 08:53 AM"
"OnePlus 13 with 6.82-inch curved screen, Snapdragon 8 Gen 4 SoC tipped to launch in October","October 01, 2024 07:50 AM"
Cognizant mulls establishing a techfin centre in GIFT city by 2025 toÂ deliver tech solutions,"October 01, 2024 08:02 AM"
"Fortnite creator Epic Games sues Google, Samsung, hereŌĆÖs why","October 01, 2024 07:08 AM"
"UST's second Kochi Campus to create over 3,000 jobs in 5 years, says CEO","October 01, 2024 11:10 AM"
Beats Solo Buds review: Good enough but miss a beat or two,"September 30, 2024 08:33 PM"
"Amazon Great Indian Festival sale sees over 2 lakh customers buy their first smartphone, Apple and Samsung, the most trusted brands","September 30, 2024 07:33 PM"
OnePlus Pad 2 review: A solid iPad alternative,"September 30, 2024 06:26 PM"
Windows 11ŌĆÖs controversial Recall feature is ready for users: What Microsoft has to say,"September 30, 2024 05:36 PM"
"FAU-G: Domination, made-in-India shooter game, garners 1 million pre-registrations in 3 weeks","September 30, 2024 04:51 PM"
"Camera Control on the iPhone 16 series: What you can do, how it works and more","September 30, 2024 04:25 PM"
"Zerodha has hired only 5 employees for its tech team in 4 years, says CTO Kailash Nadh","September 30, 2024 08:01 PM"
"Cred revenue rises 66% to Rs 2,473 crore in FY24, losses down by 41% to Rs 609 crore","September 30, 2024 04:03 PM"
"Apple removes multiple VPN apps from the App Store in Russia, hereŌĆÖs why","September 30, 2024 03:09 PM"
Samsung Galaxy S25 Ultra surfaces on Geekbench listing with unannounced Snapdragon 8 Gen 4 chipset,"September 30, 2024 02:13 PM"
"Sony India eyes Rs10,000-crore revenue milestone driven by TV, digital imaging businesses, says MD Sunil Nayyar","October 01, 2024 11:47 PM"
"Garena Free Fire MAX redeem codes for September 30, 2024: Win free weapons, diamonds, and more rewards today","September 30, 2024 01:05 PM"
"Amazon Great Indian Festival: Laptops from Apple, HP, Asus, Dell, Lenovo and other laptops at minimum 35% discount","September 30, 2024 12:31 PM"
"Wakefit FY24 revenue rises 25% to Rs 1,017 crore, losses down 90%","September 30, 2024 11:48 AM"
"Festive day sales cross Rs 26,500 crore in three days","September 30, 2024 04:25 PM"
"WhatsApp is making web links much safer with this new feature, likely to rolling out with future updates","September 29, 2024 09:02 PM"
Windows PC Manager app: What is it and how to use it to boost your PCs performance,"September 29, 2024 07:05 PM"
"YouTube removes songs by Bob Dylan, Adele in the US, hereŌĆÖs why","September 29, 2024 03:03 PM"
How to unsubscribe spam emails in Gmail to remove the clutter,"September 29, 2024 12:12 PM"
"Garena Free Fire MAX redeem codes for September 29, 2024: Win in-game goodies, how to redeem codes, and other details","September 29, 2024 11:59 AM"
ŌĆśWill request their prosecution when I winŌĆ”ŌĆÖ Donald Trump issues legal threat to Google,"September 29, 2024 09:21 AM"
"Google brings new Gemini feature to Sheets, updates to Calendar app","September 29, 2024 09:02 AM"
"Xiaomi, Sony announce Diwali sale: Deals, offers and more","September 29, 2024 08:37 AM"
Sonos Ace headphones review: All things nice,"September 30, 2024 11:50 AM"
"Redmi Watch 5 Active review: Big display, impressive battery","September 28, 2024 04:35 PM"
Unacademy appoints Abhishek Pipara as CFO of its offline centres business,"September 28, 2024 03:37 PM"
"Microsoft is combining Xbox and Game Pass apps on iOS and Android, brings new features to PC and consoles","September 28, 2024 02:03 PM"
"Garena Free Fire MAX redeem codes for September 28, 2024: Claim to win diamond, skins, pets, characters, and more","September 28, 2024 12:15 PM"
"Duolingo introduces AI-powered video call chatbot, mini games for its users: All the details","September 28, 2024 10:13 AM"
"Windows 11 is likely getting new sound settings, hereâ€™s whatâ€™s changing for users","September 28, 2024 10:32 AM"
X supports Hindutva Watch's Delhi High Court challenge to restore blocked account,"September 27, 2024 10:57 PM"
Zomato co-founder Akriti Chopra resigns with immediate effect,"September 27, 2024 07:52 PM"
"Zomato was loss-making with very little visibility on profits while going public, says CFO Akshant Goyal","September 27, 2024 06:53 PM"
"WhatsApp users can now interact with Meta AI through voice commands to share, edit photos","September 27, 2024 06:39 PM"
"Regret not choosing the right bankers for IPO, says Paytm's Vijay Shekhar Sharma","September 27, 2024 10:35 PM"
India will likely become a major AI superpower within next four to five years: G42â€™s Manu Jain,"September 27, 2024 06:25 PM"
What Accentureâ€™s Q4 performance signals for Indian IT companies,"September 27, 2024 06:04 PM"
Googleâ€™s NotebookLM can now summarise long YouTube videos and audio files: Hereâ€™s how it works,"September 27, 2024 05:11 PM"
"Karnataka's draft GCC policy: 3.5 lakh jobs by 2029, special package for Beyond Bengaluru clusters","September 27, 2024 06:09 PM"
Google files complaint to the EU over Microsoftâ€™s cloud practices: All the details,"September 27, 2024 03:08 PM"
Indiaâ€™s AI regulation should strike balance between safety and innovation: Amazon Web Services,"September 27, 2024 02:04 PM"
"Apple AirPods drops to lowest-ever price: Discount details, bank offers and more","September 30, 2024 04:20 PM"
"Samsung Galaxy S24FE launched with Galaxy AI features, 50MP triple camera: Price, features and more","September 27, 2024 09:38 PM"
AI start-ups generate money faster than past hyped tech companies,"September 27, 2024 11:42 AM"
Apple reveals date for its festive season offers in India,"September 27, 2024 11:47 AM"
Swiggy IPO: 7 key takeaways from updated DRHP,"September 27, 2024 04:02 PM"
"Redmi Note 14, Note 14 Pro, and Note 14 Pro+ launched in China: Price, features, and more","September 27, 2024 11:04 AM"
"Garena Free Fire MAX redeem codes for September 27, 2024: Win free gifts and rewards daily","September 27, 2024 09:52 AM"
"IPO-bound Swiggy sees losses widen to Rs 611 cr, despite 36% surge in Q1 revenue","September 27, 2024 10:59 AM"
"Vivo X Fold 3 Pro new Lunar White colour variant launched in India: Price, availability","September 27, 2024 11:29 AM"
Samsung launches Galaxy Tab S10 series in India with Galaxy AI: All the details,"September 27, 2024 12:26 AM"
"Marshall launches Monitor III A.N.C. headphones: Price in India, availability and Features","September 27, 2024 09:36 PM"
"AccentureŌĆÖs headcount grows by over 24,000 in Q4FY24","September 26, 2024 07:24 PM"
"Google brings Gemini AI to older Pixel Buds, hereŌĆÖs how to update and use it","September 26, 2024 06:30 PM"
"Google Maps to crack down on fake reviews, will impose restrictions on the business profile","September 26, 2024 05:39 PM"
"Samsung launches Galaxy M15 5G Prime Edition with Super AMOLED display and 6000mAh battery in India, price starts at Rs 10,999","September 26, 2024 04:29 PM"
"Amazon India ramps up investments to expand operations network for festive season demand: Abhinav Singh, VP","September 26, 2024 08:23 PM"
"Some respite for WazirX, Singapore court allows 4-month moratorium on legal action","September 26, 2024 03:17 PM"
Microsoft launches new ŌĆśCorrectionŌĆÖ feature to help fix inaccurate AI content,"September 30, 2024 04:21 PM"
"Amazon sees premiumisation trend spreading to Tier 2, 3 towns; expects a busy festival season","September 26, 2024 02:44 PM"
"Asus launches AI-powered Zenbook S14, NUC 14 Pro AI and ExpertBook P5405 PCs with Intel Core Ultra processors: Price, features and more","September 26, 2024 02:41 PM"
Apple iPhone 16 vs iPhone 14: Should you be looking to upgrade?,"September 26, 2024 01:42 PM"
Byju's insolvency case: SC reserves judgment on plea challenging BCCI settlement,"September 26, 2024 01:58 PM"
"Garena Free Fire MAX redeem codes for September 26, 2024: Win free weapons, diamonds, and more rewards today","September 26, 2024 01:00 PM"
Karnataka wants Apple and its partners to expand manufacturing ecosystem beyond iPhones,"September 26, 2024 12:52 PM"
India's Star Health sues Telegram after hacker uses app's chatbots to leak data,"September 26, 2024 12:50 PM"
"UIDAI and CERT-In probe potential Aadhaar data leak from websites, may take action","September 26, 2024 12:52 PM"
"Nothing OS 3.0 with Nothing Gallery app, AI-based app drawer to launch in October: Key details","September 26, 2024 11:59 AM"
AI's imminent risk is automation of critical decisions by organisations: Zerodha CTO,"September 26, 2024 12:41 PM"
"Deeply wrong, says Musk on OpenAI's for-profit shift, equity to CEO Altman","September 26, 2024 09:04 AM"
Microsoft-backed OpenAIŌĆÖs CTO Mira Murati resigns amid wave of executive departures,"September 26, 2024 07:10 AM"
OpenAI discusses giving CEO Altman 7% stake in for-profit shift,"September 26, 2024 06:50 AM"
Meta unveils Orion AR glasses with cheaper Quest headset and AI upgrades,"September 26, 2024 06:32 AM"
