headline,Date
Oil climbs more than $1/bbl on reports Iran preparing to strike at Israel,2024-11-01
Oil prices rise on optimism over solid US fuel demand,2024-10-31
Sharp cut in low-cost gas allocation likely to impact CGD sector margins,2024-10-31
Oil hovers near one-month lows with supply drivers back in focus,2024-10-30
India begins to examine curbs on most potent greenhouse gas,2024-10-30
Indonesia opens investment in 60 new oil and gas blocks,2024-10-30
"Petrol, diesel prices drop in remote areas as OMCs revise dealer commissions, freight costs",2024-10-30
"Oil prices edge up, US plan to refill reserve offers support",2024-10-29
"IGL reports 9% sales growth in Q2 FY25, declares 275% interim dividend",2024-10-29
CAQM tightens air pollution controls as GRAP stage-II kicks in across NCR,2024-10-29
Oil slides by nearly 6% after limited Israeli retaliatory attack on Iran,2024-10-28
"IOC Q2 net profit slumps 98 pc on fall in refining, fuel margin",2024-10-28
Oil slumps more than 4% after Iran downplays Israeli strikes,2024-10-28
"ONGC head should be chairman of subsidiary HPCL, says synergy panel",2024-10-28
India's natural gas production dips 1.6% in September; LNG imports surge by 13.5%,2024-10-28
Petroleum product exports soar 34.9% in September; crude imports rise by 6%,2024-10-28
UNEP calls for narrowing emissions gap to avert global climate change,2024-10-26
Ennore oil spill: Rs 73 crore penalty imposed on Chennai Petroleum Corporation Limited,2024-10-26
Suez Canal alternative: Russia’s Arctic shipping route runs into problems,2024-10-26
"Oil settles up, weekly gain 4% as investors weigh Middle East risk and US election",2024-10-26
"BPCL reports ₹5,412 crore net profit in H1 FY25 as market sales rise 2.45%",2024-10-25
Oil heads for weekly gain as Middle East tensions keep traders on edge,2024-10-25
OMCs’ profits to drop to $12-14 per barrel in FY25 as diesel spreads narrow,2024-10-25
PNGRB invites bids for 425-km Kochi-Kanyakumari-Thoothukudi natural gas pipeline,2024-10-25
India's oil demand set to rise by 4% in Q4 amid festival and agricultural season,2024-10-25
Oil prices rise 1% as Mideast attacks heighten supply concerns,2024-10-24
"Adani Total Gas clocks 7 pc jump in net profit at Rs 186 crore in Q2, revenue up 12 pc",2024-10-24
Rural women of Dhanbad reap benefits of Ujjwala scheme,2024-10-24
Lower APM gas allocation to raise cost of city gas cos by Rs 2-3/kg: Crisil,2024-10-24
"Oil prices edge higher, on track for 3% weekly gain",2024-10-24
Air quality in Delhi remains 'very poor',2024-10-23
Oil prices slip on rising U.S. crude inventories,2024-10-23
Oil prices rise on China stimulus amid Mideast ceasefire push,2024-10-22
Thailand's B.Grimm Power seeks short and long-term LNG supply,2024-10-22
Andhra to launch supply of free cooking gas cylinders from Deepavali,2024-10-22
"&quot;No shortage of oil in world and prices should hopefully come down&quot;, says Hardeep Singh Puri",2024-10-22
"Oil prices dip as geopolitical risks stabilise, China demand weighs",2024-10-22
"GreenLine accelerates decarbonisation efforts with 1,000 LNG trucks by March 2025",2024-10-22
Oil prices regain some ground after 7% loss last week,2024-10-21
Afcons Infrastructure fixes IPO price at Rs 440-463 per share,2024-10-21
Oil prices steady after 7% weekly drop,2024-10-21
"CNG price may go up Rs 4-6 on input supply cut, excise duty cut to ease situation",2024-10-21
"Continued selling by FPIs negatively impacted oil, gas and auto sectors",2024-10-21
Vedanta to invest over Rs 1 lakh cr in Rajasthan,2024-10-21
"Oil prices fall, weekly 7% drop on China demand woes, mixed Mideast outlook",2024-10-19
"India eyes $87 bn investment in petrochemicals sector over next decade, says minister",2024-10-19
Oil prices set for biggest weekly loss in over a month on demand worries,2024-10-18
IOC buys U.S. WTI crude for January delivery,2024-10-18
"Oil edges up, but on track for biggest weekly loss in over a month",2024-10-18
"Natural Gas Consumption in India hits 36,850 MMSCM from Apr-Sept 2024, production lags",2024-10-18
India ramps up crude oil sourcing from Brazil amid Middle East tensions,2024-10-17
"L&T secures order for 1,200 MTPD NPK fertilizer plant in Raigad",2024-10-17
Oil inches up after surprise drop in US crude stockpiles,2024-10-17
"India's crude oil imports rise 6.5% in September, petroleum product exports surge 21%",2024-10-17
Crude oil prices drop 8.1% in September amid global recession concerns,2024-10-17
Oil steadies after fall as Middle East uncertainty persists,2024-10-16
"India's Russian oil imports rise 11.7% in Sept from Aug, data shows",2024-10-16
India studying $2 billion incentive plan for greener boats,2024-10-16
"Proweps expands BioCNG facility in Sweden, enhances waste processing",2024-10-15
"IndianOil, EverEnviro join hands for biofuel push with 50:50 JV",2024-10-15
15% ethanol blending in diesel research in advanced stages: Gadkari,2024-10-14
India well poised to achieve 20 per cent ethanol blending target before deadline: Hardeep Puri,2024-10-14
LNG Producer-Consumer Conference 2024 calls for roadmap to decarbonise LNG value chain,2024-10-14
Gujarat's minor ports driving local industry and efficiency,2024-10-14
Average airfares around Diwali drop 20-25 pc on many routes,2024-10-14
"Delhi's air quality turns 'poor' after Dussehra, likely to improve",2024-10-14
ONGC looks at mini-LNG plants to evacuate gas from isolated fields,2024-10-14
US expands sanctions to Iran's 'ghost fleet' of oil tankers,2024-10-12
"Oil settles down on Florida fuel demand worries, Mideast risk drives weekly gains",2024-10-12
Oil eases though investors wary over potential Mideast supply disruption,2024-10-11
Oil prices up 1% on US storm and Israel-Iran fears,2024-10-10
Head of international shipping regulator says industry must do more to cut carbon pollution,2024-10-10
Oil prices rise on Israel-Iran conflict fears and U.S. storm,2024-10-10
"Oil markets may draw strength from Middle East flare-up, China stimulus",2024-10-09
Oil prices steady after sliding on potential Israel-Hezbollah ceasefire,2024-10-09
"CAQM tightens grip on air pollution complaints, orders faster redressal in NCR",2024-10-09
India could produce 8-10 million tonnes of sustainable aviation fuel annually by 2040: Report,2024-10-09
"BP drops oil output target in strategy reset, say sources",2024-10-08
ONGC – India’s flagship Energy major,2024-10-08
"IGX gas trading volume drops by 34% in September, trades 3.1 million mmbtu",2024-10-08
India clears 1 million sq km for oil exploration in 'no-go' area: Hardeep Singh Puri,2024-10-08
Oil edges lower after rallying to highest in over a month on Middle East war risk,2024-10-08
"Global oil prices: India watching situation very carefully, says Hardeep Singh Puri",2024-10-08
"REI Expo saw Rs 1,850-cr investments committed for biogas sector: IBA",2024-10-07
"Oil settles up, biggest weekly gains in over a year on Middle East war risk",2024-10-05
What's next for oil and gas prices as Middle East tensions heat up?,2024-10-05
LNG's 20-year greenhouse gas footprint found to be 30% more than coal's: Study,2024-10-05
Oil prices set for 10% weekly rise as Middle East tensions heat up,2024-10-04
India's crude imports will not be impacted by Israel-Iran conflict: Experts,2024-10-04
"India, Nepal sign B2B framework pact to bolster petroleum infrastructure",2024-10-04
Oil edges up on Middle East conflict but supply outlook limits gains,2024-10-04
Global gas demand set to grow by 2.5% in 2024 amid supply constraints: IEA,2024-10-04
Essar Energy Transition Fuels agrees $650-mn financing facilities,2024-10-03
Oil climbs on conflict concerns but ample supply caps gains,2024-10-03
BPCL signs MoU with Mumbai Port to develop green fuel ecosystem,2024-10-03
"India has great potential to emerge as hub for green shipbuilding, says maritime expert",2024-10-03
PM Modi virtually inaugurates gaushala with Bio-CNG plant in Gwalior,2024-10-03
PM Modi unveils four bio-gas units in Assam,2024-10-03
Ambani's Reliance won't lose old partner BP despite end of exclusivity,2024-10-03
"Oil rises as Middle East conflict deepens, gains capped by global supply outlook",2024-10-03
"Fuel consumption in India: Diesel drops, While ATF and petrol rise in September",2024-10-02
Govt reduces natural gas price for October from $7.85 to $7.48/mmBtu,2024-10-01
Oil prices set to fall for third month despite Middle East conflict,2024-09-30
"Deendayal Port Authority sets new record in cargo handling, crosses 70 MMT ahead of schedule",2024-09-30
"Honeywell, USA BioEnergy partner for $2.8 billion biorefinery to boost SAF production",2024-09-30
Oil prices climb on fears of Middle East conflict escalation,2024-09-30
Gas line damage underscores need for grid map & inter-agency coordination,2024-09-30
India to boost crude oil refining capacity by 35-40 MT by Fiscal 2030: Crisil Ratings,2024-09-30
BP looks to boost India presence after board meet,2024-09-30
"IBA expects to attract Rs 1,600 cr investment for biogas sector at REI 2024",2024-09-30
India will not buy from Russia's sanctioned Arctic LNG 2 project: Oil secretary Pankaj Jain,2024-09-28
"Hardeep Singh Puri calls to build consensus over bringing petrol, diesel under GST",2024-09-28
OMCs plan ₹2.2 lakh crore capex for refining expansion amid rising fuel demand,2024-09-27
Oil prices slide on prospects Saudi Arabia to raise output,2024-09-26
OMCs could lower fuel prices by ₹2-3 per litre as margins improve: Icra,2024-09-26
Global energy demand to grow 24 per cent by 2050 with oil dominating: OPEC,2024-09-26
Oil prices little changed as US stockpile drop offsets global demand woes,2024-09-26
"PM Modi to dedicate ₹10,400 crore in energy projects, bolstering India’s infrastructure and green transi..",2024-09-26
bp board meets in India reflecting importance of the country,2024-09-25
"Incomplete combustion of biomass, fuels major cause of air pollution: CPCB tells NGT",2024-09-25
"Oil prices steady as China stimulus hopes fade, U.S. crude stockpiles fall",2024-09-25
"No peak oil demand 'on the horizon', phaseout a 'fantasy': OPEC",2024-09-25
India should develop regional network of vital ports to reap benefits of coastline opportunities for trade g..,2024-09-25
K Model®: Blending for future,2024-09-24
PMO task force gears up to combat Delhi-NCR's winter air pollution crisis,2024-09-24
"Josler Energy, IGL, and Heath Consultants join forces for safer, greener gas infra",2024-09-23
"India's biggest oil, gas bid round gets 4 bidders; Reliance-bp-ONGC bid together",2024-09-23
Oil edges higher as US interest rate cut counters weak demand,2024-09-23
Fortum to sell its stakes in biobased solutions businesses in India,2024-09-23
Former Sebi chief to head panel on ending monopolies in gas transmission and marketing,2024-09-23
"Incentives, local support at state level can boost biogas sector; states can save Rs 50K cr, says industry",2024-09-23
"Climate Group urges countries to tax oil , gas imports; rapidly reduce methane emissions",2024-09-23
India's crude oil imports surge 6.4% as domestic production declines,2024-09-23
"Oil edges up following US rate cut move, geopolitical concerns",2024-09-23
"India's crude oil production drops 3.4% in August, imports rise amid varied refining activities",2024-09-23
Adani Total Gas secures largest global financing in city gas biz at $375 mn,2024-09-21
Oil ends week higher as investors take stock of Fed rate cuts,2024-09-21
"Global LNG contracting at 58 mmtpa, Middle East and US projects drive growth",2024-09-20
"India's oil imports fall 32.4% in August amid lower crude prices, trade deficit widens: Report",2024-09-20
"India’s oil demand to jump by 2 million b/d by 2035, LPG imports to rise by 41%: S&P Global",2024-09-20
"Petrol, diesel price cut before Maha elections? Oil Min official says prices volatile",2024-09-20
"Indian refiners jointly negotiating for 2025 Russian oil supplies, govt source says",2024-09-20
"10th oil, gas block bidding round in 2025 on liberalised terms: Oil Ministry official",2024-09-20
Oil prices set to end week higher after US rate cut,2024-09-20
Oil prices rise after US interest rate cut,2024-09-19
Windfall tax on crude petroleum slashed to zero,2024-09-19
"Japan's LNG imports from Russia up by 49% in Aug, US supply down, preliminary data shows",2024-09-19
Oil prices fall as US rate cut fails to boost market sentiment,2024-09-19
"Indian plans to keep buying cheap Russian oil, oil minister says",2024-09-18
Edible oil makers asked by Centre to keep retail prices in check,2024-09-18
Declining shipments of petroleum products hurting India's overall export figures,2024-09-18
"India monsoon rains dent state retailers' diesel sales, data shows",2024-09-17
"Why are petrol prices not decreasing, asks TMC's Derek O'Brien",2024-09-16
"Nayara Energy sees 14 pc rise in domestic fuel sales, exports drop",2024-09-16
Oil India to commence drilling in Andaman offshores as part of exploration efforts,2024-09-16
"ONGC gets director to spearhead new energy, petrochem business",2024-09-16
"Harris supported the Green New Deal. Now, she's promoting domestic oil drilling",2024-09-14
"Oil eases on resuming US output after storm, rising rig count",2024-09-14
Oil price rally steers crude towards weekly gain,2024-09-13
Oil prices extend recovery rally to cap volatile week,2024-09-13
OMCs may reduce fuel prices if crude stays low: Petroleum Secy,2024-09-12
"BPRL, IOCL JV wins first full production concession in Abu Dhabi",2024-09-12
India's crude imports steady at 4.6 mb/d; product imports surge by 19% in July,2024-09-12
"Premium gas pricing, oil stabilization to boost India’s upstream earnings",2024-09-12
"Oil recovers after slide as US inventory drop, storm support",2024-09-11
"ONGC Videsh, OIL, KABIL join hands with UAE firm for critical mineral collaboration",2024-09-11
"Oil prices recover, driven by supply disruption fear from hurricane",2024-09-11
Cooking cost for a family on LPG comes at Rs 5 per day for Ujjwala beneficiaries and Rs 12 for others: Harde..,2024-09-11
Is consolidation the panacea for India’s CGD sector?,2024-09-10
"India, UAE ink LNG, nuclear pacts during Crown Prince's visit to New Delhi",2024-09-10
Oil rebounds from week of heavy losses as storm approaches US Gulf Coast,2024-09-09
ADNOC to supply Indian Oil with LNG for 15 years,2024-09-09
"Civil aviation minister pitches for sustainable aviation practices, regional air connectivity",2024-09-09
India plans to push LNG for trucking in bid to curb emissions,2024-09-09
"Oil prices jump $1 on Gulf Coast storm, post selloff recovery",2024-09-09
"Massive oil, gas reserves found in Pakistani waters: Report",2024-09-09
Goa aims to boost piped gas adoption with new targets,2024-09-09
"Deep Industries secures ₹1,402 crore ONGC contract for production enhancement",2024-09-09
Odisha set to become petrochemical hub: Union Minister Anupriya Patel,2024-09-07
"Oil settles down 2 percent, big weekly drop after US jobs data",2024-09-07
Ethanol sales surge expected as government eases sugar diversion rules,2024-09-07
"US climate envoy says planning summit with China on methane, polluting gases",2024-09-06
Oil steadies ahead of US jobs report,2024-09-06
"India to extend sugar export ban to boost local supplies, ethanol output, sources say",2024-09-06
Asia refining margins at lowest seasonal levels since 2020 as supplies grow,2024-09-06
"Oil steadies on U.S. crude stock drawdown, OPEC+ output hikes delay",2024-09-06
"Punjab hikes fuel rates, scraps power subsidy above loads of 7 KW",2024-09-05
"To boost CNG vehicles, 2 fuel cos cut prices",2024-09-05
"Oil steady as investors weigh weak demand, potential delay to OPEC+ output hike",2024-09-05
"IGX records 4.7 million MMBtu gas trade in August, 15 percent MoM growth",2024-09-05
"Oil prices rebound after extended tumble, as OPEC+ mulls delay to output increase",2024-09-04
"COLUMN: OPEC+ supply outlook, demand slowdown and geopolitics to be in focus at APPEC",2024-09-04
"Ethanol push turns India into corn importer, shaking up global market",2024-09-04
"Indian Oil achieved 0.73 pc biodiesel blending, 23.24 cr litres of biodiesel blended",2024-09-04
"Oil extends drop on easing Libyan dispute, demand concerns",2024-09-04
India’s top oil explorer may set up refinery in Uttar Pradesh,2024-09-04
Govt reduces natural gas price for September from $8.51 to $7.85/mmBtu,2024-09-04
"Govt gets Rs 2,413 cr dividend from BPCL",2024-09-03
Gadkari urges states to lower GST on flex-fuel vehicles to 12%,2024-09-02
COLUMN: OPEC+ has oil price and demand problems. It should solve demand: Russell,2024-09-02
Oil extends losses on weak China data and expected OPEC+ supply boost,2024-09-02
"Economic Times to host Oil & Gas Annual Conference and Expo, helping industry leaders to collaborate for gro..",2024-09-02
"Tanker and merchant vessel report missile, drone attacks in Red Sea",2024-09-02
Saudi Arabia may cut crude oil prices for Asia in October,2024-09-02
"Germany extends trusteeship over Rosneft assets, sources say",2024-09-02
Board of Gujarat gas approves merger/demerger plans involving GSPL and GSPC,2024-09-02
"Britain may lose $16 billion with North Sea tax changes, industry body says",2024-09-02
"India's factory activity growth hits three-month low, PMI shows",2024-09-02
"ATF price cut 4.6 pc, commercial LPG up Rs 39 per cylinder",2024-09-02
Vizhinjam seaport: Road project gets fast-tracked,2024-09-02
Union Minister Hardeep Puri wishes Indian Oil on 65th establishment day,2024-09-02
Oil extends losses on prospect of higher OPEC+ supply,2024-09-02
V Satish Kumar takes additional charge as chairman of IndianOil,2024-09-02
"Petrol consumption rises 8.26% in August 2024, diesel sees decline",2024-09-02
PM Modi lays foundation stone of Vadhvan Port Maharashtra-India's largest deep water port,2024-08-31
"China's Sinochem plans to exit US shale JV with Exxon, sources say",2024-08-31
Zelensky adviser backtracks on pledge to halt Russian oil transit,2024-08-31
Adani Ports and SEZ acquires 80 percent stake in Astro Offshore for USD 185 million,2024-08-31
"Oil settles $1 down as supply set to rise, uncertainty around Fed rate cuts",2024-08-31
"Assam allows oil exploration near Hoolock Gibbon habitat, proposal sent to Centre for consideration",2024-08-31
"Indian economy grew 6.7 percent in April-June quarter, lower than RBI's 7.1 percent forecast",2024-08-31
"OVL awaits US nod to resume Venezuelan operations, approval expected soon",2024-08-30
"Govt allows sugarcane juice, sugar syrup for ethanol production in 2024-25",2024-08-30
"Shell plans wide cuts in oil exploration division, sources say to Reuters",2024-08-30
Oil steady as players take stock of Middle East supply concerns,2024-08-30
EET Fuels appoints Adrian Curry as chief decarbonisation officer,2024-08-29
Delhi residents could gain 7.8 years of life with cleaner air: Report,2024-08-29
Oil steady as smaller-than-expected US stock draw counters Libya supply disruption,2024-08-29
Asian Energy Services to raise ₹160.8 crore through convertible warrants,2024-08-29
"Interim chairmen appointed for IOC, HPCL",2024-08-29
"GAIL profit before tax jumps 75% to ₹11,555 crore; advances net zero target to 2035",2024-08-28
RINL signs 5-yr MoU with IOCL for supply of hydraulic and lubricating oils,2024-08-28
Global LNG supply set for 41% surge by 2028; India to benefit from lower prices: Icra,2024-08-28
"Global LNG markets heading towards significant supply glut, India to benefit",2024-08-28
Rs 970 cr approved to convert 5k MSRTC buses to LNG-run vehicles,2024-08-28
"IAC urges govt to promote Auto LPG as clean fuel, seeks policy support",2024-08-28
EET Fuels progresses to key engineering stage for hydrogen fuel switching,2024-08-28
Oil slips after surge on Libyan outages and Middle East risk,2024-08-27
Chatterjee Group seeks Indian state oil firms’ partnership for $10 billion project,2024-08-27
ExxonMobil expects global oil demand near current levels in 2050,2024-08-27
World-beating Indian energy stocks rally has fuel for more gains,2024-08-27
"India's natural gas production falls by 1.4% in July 2024, LNG imports surge 18.6%",2024-08-27
India’s crude oil production falls 2.9% in July 2024; petroleum product output sees 7.1% growth,2024-08-27
"Asia spot LNG price slips as demand peaks, prior rally bites: Russell",2024-08-26
"IOC, BPCL, GAIL fined for 5th straight quarter for not meeting listing norm",2024-08-26
ONGC opens well in KG field to raise oil production,2024-08-26
"Mumbai Port launches key initiatives; signs projects worth Rs 4,000 cr",2024-08-24
Morgan Stanley cuts 2024 oil demand growth outlook on China factors,2024-08-24
US drillers cut oil and gas rigs for second week in a row - Baker Hughes,2024-08-24
Oil climbs over 2 percent after Fed's Powell indicates US rate cuts,2024-08-24
"US top trading partner, highest trade deficit with China in Jan-June 2024: GTRI",2024-08-23
GAIL signs pact with US-based Petron to set up bio-ethylene plant in India,2024-08-23
India's ethanol blending rate to reach 14% in ESY24 despite sugarcane restrictions: Ind-Ra,2024-08-23
"Oil set to end week lower on demand concerns, easing supply woes",2024-08-23
"LPG sales in India climb 4.7 percent in Q1, domestic customers reach 32.68 crore",2024-08-23
Oil prices slip for fifth session on demand worries,2024-08-22
India surpasses China to become Russia's top oil buyer in July,2024-08-22
"EKI Energy Services to distribute 25,000 cookstoves in Malawi",2024-08-22
Top US oilfield firm Halliburton hit by cyberattack,2024-08-22
"Chevron to invest about $989 million in India, state minister says",2024-08-22
MEIL Deploys State-of-the-Art 2000 HP Oil Drilling Rig for ONGC in Rajahmundry,2024-08-21
"Oil slips on higher US crude stocks, easing Middle East tensions",2024-08-21
"India's petroleum product consumption rises 7.4% in July, led by LPG and Petrol",2024-08-21
"Indian cos to spend USD 45-50 bn in capex over 1-2 years, RIL to lead: Moody's",2024-08-20
"US oil, gas M&A activity jumped 57 per cent last year amid industry consolidation",2024-08-20
"Piyush Goyal invites Malaysian businesses to invest in India's oil, gas, electronics sectors",2024-08-20
OVL secures contract extension for Vietnam oil blocks,2024-08-20
"Vedanta estimated to have raised Rs 3,200 cr from HZL OFS",2024-08-20
Grain and sugarcane to power India's ethanol production boost to 990 crore liters by 2025,2024-08-19
"EAM Jaishankar calls on Kuwaiti PM, Crown Prince; discuss bilateral ties",2024-08-19
"India PM Modi to visit Ukraine, foreign ministry says",2024-08-19
"Windfall tax on crude petroleum reduced to Rs 2,100/tonne",2024-08-19
Kamala Harris and Trump offer worlds-apart contrasts on top issues in presidential race,2024-08-19
Ukrainian drones spark fuel fire in south Russia,2024-08-19
Experts suspect Chinese hand behind Finland-Estonia gas pipeline damage,2024-08-19
Surge in LPG and Petrol use drives 7.4% growth in India's oil demand,2024-08-19
"Mixed trends in India's oil sector: July 2024 sees decline in production, rise in refinery output",2024-08-19
BPCL to invest ₹1.7 lakh crore in refining and renewable ventures over 5 years,2024-08-19
"Kalpataru files draft IPO papers with SEBI to raise Rs 1,590 crore",2024-08-17
BPCL sets up biofuel blend bunker at Mumbai port,2024-08-17
Bangladesh's Summit LNG says FSRU expected to resume ops in September,2024-08-16
Why is natural gas still flowing from Russia to Europe across Ukraine?,2024-08-16
Norwegian oil investments to hit record high as inflation drives up costs,2024-08-16
Oil prices set to end week higher on US demand optimism,2024-08-16
India imports USD 2.8 billion worth of crude oil from Russia in July,2024-08-16
MSCI Inclusion may see USD 250 mln inflows in Adani Energy Solutions; Stock gains 3.8%,2024-08-16
Sri Lanka's election commission allots Wickremesinghe gas cylinder symbol for presidential election,2024-08-16
"China's diesel demand fell in June by most in three years, US EIA says",2024-08-16
"India tightens rules on cross-border electricity exports, sets new conditions for coal and gas-based power",2024-08-14
India's July merchandise trade deficit at $23.5 billion,2024-08-14
"Germany asks Poland to arrest Ukrainian diver in Nord Stream probe, media reports",2024-08-14
Carbon offset setback risks corporate backtrack on climate goals,2024-08-14
Philippines begins transfer of oil cargo from sunken tanker,2024-08-14
"Govt mulls ethanol price hike for 2024-25 season to incentivize production, meet blending goals",2024-08-14
"Vodafone Idea, Oil India, five others to be included in MSCI India Index",2024-08-14
"Oil surplus looms if OPEC+ hikes supply, IEA data show",2024-08-14
CNG will help in cutting carbon footprints: Himanta,2024-08-14
"Subsea sector on track for $42 billion boom by 2027, led by deepwater projects",2024-08-14
"Amazon rainforest stores carbon for the world, but this carbon sink is at risk, a study finds",2024-08-13
India's GDP growth expected to moderate to 6.8% amid declining food and fuel inflation,2024-08-13
India as world's 4th largest refiner moves towards energy self-sufficiency: Minister,2024-08-13
India’s oil demand to grow by 6.6% in 2024 amid global revisions,2024-08-13
India's oil imports dip in June as OPEC revises global demand growth,2024-08-13
Govt approves 20 pc premium for gas from new wells for ONGC,2024-08-12
India's industrial output grows 4.2 pc in Jun,2024-08-12
"Shah urges sugar mills to diversify ethanol production, eyes 2025 blending target",2024-08-12
"Govt revises gas pricing, ONGC to invest ₹13,800 crore in new projects",2024-08-12
"Tanker with Russian oil leaves India after 3 weeks, sources say",2024-08-12
NY eco activists turn up heat on Citi over polluting investments,2024-08-12
"Shell, PetroChina to expand Surat coal seam gas project in Australia",2024-08-12
"Credit quality of rated India corporates robust, EBITDA to grow 10 pc in 2024",2024-08-12
"'Biofuel sector has immense potential, may pave way for a sustainable future in India'",2024-08-12
