headline,Date & Time
Fuelling a sustainable future: The global biofuel alliance’s impact on India’s socio-economic development,"September 28, 2023 15:31 IST"
"India’s final energy demand expected to double by 2070, says Deloitte-FICCI report","September 25, 2023 18:37 IST"
Sustainable supply chains: How small businesses can balance environmental and operational goals,"September 25, 2023 08:00 IST"
Adani Group forms 50:50 JV with Kowa Holdings for marketing and sales of green hydrogen in Japanese market,"September 14, 2023 09:57 IST"
Emerging trends powering India’s clean energy transition,"Updated: October 3, 2023 16:09 IST"
Tata Power Renewable Energy signs PDA with Neosym to set up 26 MW captive solar plant,"September 5, 2023 08:00 IST"
"Capital outlay on roads, renewable expected to climb 35% to Rs 13 lakh crore in FY24, FY25, says CRISIL Ratings","September 1, 2023 11:33 IST"
Adani Green Energy targets 45 GW of renewable energy by 2030,"August 15, 2023 17:12 IST"
"Not ESG, but ‘EFG’ needs to be fixed for G20 nations to resolve conflicts","Updated: September 12, 2023 01:09 IST"
"Poco Pad 5G: Full specs, top features, India price, everything else to know",3 months ago
"In Pictures: Delhi, other parts of country face waterlogging, traffic woes amid heavy rains",3 months ago
In Pics: Bollywood stars share heartwarming Raksha Bandhan moments,3 months ago
