headline,Date
Mega Corporation launches Lendingo to enhance EV financing solutions,2024-10-22
"Top EU countries spend $45 billion subsidizing fossil-fuel company cars, study says",2024-10-21
Hyundai Motor India set to make stock market debut after record IPO,2024-10-21
IIT Bhubaneswar to offer certificate course on EV Tech,2024-10-19
Third phase of Uhl project to start power generation by Jan 2025: Himachal CM,2024-10-19
L&T ties up with US firm to provide clean energy solutions globally,2024-10-18
Mizoram Power minister alleges his convoy stopped by Assam Rifles,2024-10-18
BEST plea to snap purchase deal with Tata Power rejected,2024-10-18
Big Tech's energy needs mean nuclear power is getting a fresh look from electricity providers,2024-10-18
Tata Power bags project SPV ERES-XXXIX from REC Power Development,2024-10-18
"TapFin partners with IIT Bombay to boost EV financing, develop industry-ready solutions",2024-10-18
"Servotech Power Systems, Ensmart Power partner to expand EV charger network in UK, North America",2024-10-17
"India to add 12,000 cars daily, energy demand to surge 35% by 2035: IEA",2024-10-17
"PowerGrid acquires three SPVs worth ₹8,769 crore for renewable energy transmission projects",2024-10-16
"PFC Infra Finance IFSC Ltd receives IFSCA approval, set to start operations in GIFT City",2024-10-16
Amnesty slams EV firms over rights measures in battery production,2024-10-16
"DVC likely to acquire Hiranmaye Energy with highest bid offer of Rs 1,500cr",2024-10-16
"Shift toward EVs, particularly in China, could disrupt global oil market, energy report says",2024-10-16
Adani Energy Solutions acquires 2 SPVs from PFCCL,2024-10-16
Energy efficiency in elevators: Why it’s a growing need in today’s world,2024-10-16
RECPDCL hands over Rajasthan Power Transmission SPV to Power Grid Corporation,2024-10-15
"85 million EVs expected on roads globally by 2025, India to see 5 lakh EVs",2024-10-15
"India targets 500 GW renewable energy by 2030, plans ₹9.15 lakh crore investment in transmission",2024-10-15
"India’s power demand to hit 708 GW by 2047, plans 2,100 GW capacity with 500 GW renewables",2024-10-14
PLI scheme for transmission equipment may be explored: Power Secy Pankaj Agarwal,2024-10-14
It’s OK to mine the rainforest for car batteries,2024-10-14
India's Elon Musk — and his EVs — need to be less combustible,2024-10-14
CCPA directs Ola to allow consumers choice of refund method and ensure transparency in auto ride billing,2024-10-14
Himachal to replace public transport buses into e-vehicles by March 2025,2024-10-14
Will explore electric vehicle export opportunities: Hyundai Motor India,2024-10-14
"Free ki revri reaches US: Kejriwal takes dig at critics, cites Trump's promise on power tariff",2024-10-12
"India's industrial production sees marginal contraction, manufacturing production rises",2024-10-12
Adani Energy inks pact to operate electricity transmission lines in Kenya,2024-10-12
Bangladesh likely to keep power deal with Adani: Report,2024-10-12
"JSW Energy signs 1,500 MW energy storage agreement with MSEDCL",2024-10-12
"India targets 250 million smart meters by 2027, $20 billion opportunity in energy management",2024-10-12
India prepares to build two nuclear-powered attack submarines,2024-10-11
Vedanta’s Hindustan Zinc partners with IIT Madras to develop rechargeable zinc-air battery,2024-10-11
"Shift to EV-only future would spell job losses, Toyota chairman warns",2024-10-10
Indian auto sector sees USD 1.9 Billion investment in Q3 2024: Grant Thornton,2024-10-10
Adani Group plans 10 GW overseas hydroelectric projects,2024-10-10
Government asks ARAI to provide details regarding alleged violations of consumer rights by Ola Electric,2024-10-10
FICCI report projects $15 bn Taiwanese investment potential in India's electronics and EV sectors,2024-10-10
Any changes to GST on EVs will slow down adoption of green cars: Mercedes MD Santosh Iyer,2024-10-10
coal-fired monthly power output slips consecutively for the first time since pandemic,2024-10-10
"UrjaMobility raises ₹100 cr to boost EV battery leasing, targets 300 MWh by 2025",2024-10-10
"India’s power demand to reach 270 GW next year, 446 GW by 2035; 100 GW transmission capacity boost planned",2024-10-09
"India expands budgetary support scheme for hydropower, eyes 15 GW from pumped storage projects",2024-10-09
Olectra emerges lowest bidder for supply of 327 electric buses to HP govt,2024-10-08
Not applying for benefits under India's new EV policy in short term: BYD,2024-10-08
Servotech Power Systems gets additional order to set up 9 EV charging stations in Maharashtra,2024-10-08
Tata Power DDL says TQM practices helped improve electricity supply reliability by 70 per cent,2024-10-08
"IEX records 24% YoY growth in September, REC prices hit record low",2024-10-07
Operating losses of state discoms to stay high despite 15-20 per cent dip: CRISIL,2024-10-07
NPCIL to operate small nuclear plants for private players,2024-10-07
Ola Electric customers left in agony amid Bhavish Aggarwal-Kunal Kamra online spat,2024-10-07
Exicom acquires US EV charging company Tritium for Rs 310 cr,2024-10-07
"REC disburses ₹90,955 crore in H1 FY25, renewable loans jump 93%",2024-10-06
EU states greenlight extra tariffs on EVs from China,2024-10-05
MUNPL pays out ₹102.27 cr in dividends; plans major capacity expansion in Uttar Pradesh,2024-10-05
Ministry of heavy industries to issue 10 GW RFP for stationary energy storage: Joint Secretary Vijay Mittal,2024-10-04
Power demand in India declines for 2nd month in a row amid surplus rainfall,2024-10-04
Adani Group seeks to invest $900 million in Tanzania power lines,2024-10-04
Nepal signs power export deal with Bangladesh and India,2024-10-04
"Delhi Govt to extend EV policy for last time, till March 2025",2024-10-04
Keep EV incentives or risk slowdown in adoption: Kia,2024-10-04
Kundan Green Energy commissions ₹75 crore hydropower plant in Himachal Pradesh,2024-10-04
"NTPC generates 219.94 billion units in H1 FY25, records 3.91% growth",2024-10-03
India's EV market rises 23% in September with 1.59 lakh unit sales,2024-10-03
Andhra Pradesh discoms propose to collect Rs 8100 crore fuel adjustment charges,2024-10-03
Battery waste rules under scrutiny: Calls for higher EPR floor price grow louder,2024-10-03
Intra-State SCED: Far Larger Benefits beyond Market Coupling,2024-10-02
"Bengal Cabinet okays 660 MW supercritical power plant, 5 other electricity facilities",2024-10-02
DDA allows DISCOMs to provide new electricity connections without reference to authority,2024-10-02
"REC Limited signs MoU with Rajasthan govt, pledges ₹50,000 crore annually for infrastructure",2024-10-01
NTPC boosts power generation by 3.91% to 219.94 BU in H1 FY25,2024-10-01
An overview on the ‘PM E-Drive’ scheme,2024-10-01
"Government notifies PM E-DRIVE subsidy scheme with Rs10,900 cr outlay",2024-09-30
"L&T gets order to develop, implement energy management systems in south India",2024-09-30
"By 2035, EVs to consume 6 to 8.7 pc of India's electricity: Report",2024-09-30
Officials warn that EVs could catch fire if inundated with saltwater from Hurricane Helene,2024-09-30
"Govt subsidies, falling battery prices to make EVs more accessible: Axis Securities",2024-09-30
UP to cut pollution with fleet of electric buses,2024-09-30
"Fossil fuel dominance in electricity generation to end by 2030, renewable to cross 50 per cent  share: RBI",2024-09-30
"Russia seeks to counter West's climate agenda with gas, nuclear power",2024-09-28
Reliance Power considering stake sale to raise funds,2024-09-28
EV Industry in India is not relevant without incentives: Bernstein,2024-09-27
Rays Power Infra bags Vanadium Redox Flow Battery tender from NTPC,2024-09-27
Bihar govt can't provide free electricity to power consumers: Energy Minister,2024-09-27
Lohum signs $30 million JV with US firm for battery recycling facility,2024-09-26
Tata Motors-owned JLR plugs £500 mn into retooling UK plant for electric SUVs,2024-09-26
Musashi Seimitsu Industry ties up with Log 9 Materials for advanced EV powertrain tech,2024-09-26
"Karnataka plans tax waivers for hybrid cars, incentives for EVs",2024-09-26
"Sebi nod: Hyundai's Rs 25k cr IPO & Swiggy's Rs 12,000cr",2024-09-25
Trump calls for 100% tariffs on cars made in Mexico as part of US manufacturing plan,2024-09-25
"JSW group not withdrawing Rs 40,000 cr EV project from Odisha: Company official",2024-09-24
L&T bags high voltage grid expansion projects in the Middle East,2024-09-24
"Apraava Energy wins major transmission project in Rajasthan, to evacuate 5.5 GW renewable power",2024-09-24
NHPC pays ₹338.51 crore final dividend to government for FY24,2024-09-24
India sets a ₹9.15 lakh crore blueprint for power sector to meet 458 GW demand by 2032,2024-09-24
Tata Power-DDL receives patent for transformer moisture protection device,2024-09-24
India unveils CSIRT-Power to fortify power sector against cyber threats,2024-09-23
Acceptability of new energy vehicles set to rise by end of decade: Survey,2024-09-23
"myTVS forays into EV mobility service, to add 10k electric 2-wheelers to fleet by March 2025",2024-09-23
Need to have common platform for ease of EV charging: Mercedes,2024-09-23
Govt rolls out new EV charging guidelines to fuel electric vehicle boom across India,2024-09-23
US nuclear plant Three Mile Island to reopen to power Microsoft,2024-09-21
Adani Energy Solutions to see 20 pc CAGR revenue growth with over 100 pc upside for stock: Report,2024-09-21
MG slashes Comet's price by Rs 2L to Rs 5L with battery rental model,2024-09-21
"India leads emerging Asia’s EV revolution, $1.3 trillion investment opportunity by 2030: Report",2024-09-21
"Rajasthan Atomic Power Project-7 goes critical, to start power generation this year",2024-09-20
Delhi govt orders shift to electric vehicles for Gramin Sewa scheme,2024-09-20
Karnataka refuses nod for Goa-Tamnar power project,2024-09-20
Indian EV Industry to become major power consumer amid robust growth: Report,2024-09-20
"EU, China hold 'constructive' talks on EV tariffs",2024-09-20
Power Grid bags transmission project in Gujarat,2024-09-20
Power consumption in India to grow at 10 per cent annually till 2030: Report,2024-09-19
"EV tariffs will damage Germany, China, says Chinese Commerce Minister",2024-09-19
"IIT alumni to invest INR 700 cr for EV buses in Goa; will revive mass transport, says CM",2024-09-19
India to ensure sufficient charging infrastructure for massive EV adoption: Kumaraswamy,2024-09-19
EV charging infra in Noida Airport soon,2024-09-19
"Govt approves ASHVINI JV to build and operate nuclear power plants, transfers Mahi Banswara project",2024-09-19
"Reliance Power settles Rs 3,872 crore guarantor obligations for Vidarbha Industries Power",2024-09-18
Nuclear power to play greater role in India's energy mix: AEC chairman Ajit Mohanty,2024-09-18
Export of electric bikes from India has lot of potential: Gadkari,2024-09-18
The Climate Pledge launches network of shared charging stations for EVs,2024-09-17
Reliance Power bags 500 MW battery energy storage contract,2024-09-16
"Torrent Power commits Rs 64,000 cr investment for green projects",2024-09-16
"Electric two-wheeler adoption in India rising, 13 per cent share expected by 2026-27: Jefferies",2024-09-16
"Adani wins bid to supply 6,600 MW of electricity, Rs 4.08/unit tariff beats JSW, Torrent",2024-09-16
Indian EV Market projected to grow at over 40% CAGR till 2027: Report,2024-09-13
"EV firm Ather Energy saw its losses grow 22 % to INR 1,060 crore in FY24",2024-09-13
Automobile industry hails PM e-DRIVE scheme to promote EVs,2024-09-13
"SBI sanctions ₹10,050 crore for 1,600 MW ultra super critical power project in Jharkhand",2024-09-13
"Tata Motors, Tata Power to roll out 200 fast chargers for electric commercial vehicles across India",2024-09-13
"Maruti Suzuki launches the Epic New Swift S-CNG, claims fuel-efficiency of 32.85 km/kg",2024-09-12
"India's Tata, MG offer free charging, battery rentals to lure EV buyers",2024-09-12
"India's Vedanta plans to expand nickel sulphate production, to tap overseas demand",2024-09-12
"Hydro power boost: Cabinet greenlights ₹12,461 crore scheme for 31,350 MW projects in remote areas",2024-09-11
"Cabinet clears ₹3,435 crore PM-eBus Sewa Scheme for 38,000 e-buses by 2029",2024-09-11
"Govt clears ₹10,900 crore PM E-DRIVE scheme to boost electric mobility in India",2024-09-11
Esyasoft Holding launches the Trainee Engineers Program Through Campus Placements in India,2024-09-11
Indian EV Market projected to grow at over 40 pc CAGR till 2027: Report,2024-09-11
Bescom launches revamped EV Mitra App for enhanced user experience in Karnataka,2024-09-11
"Govt gets investment proposals worth Rs 75,000 cr under auto PLI scheme: HD Kumaraswamy",2024-09-11
"CM Stalin meets Ford company officials, explores possibilities to renew tie up",2024-09-11
Vedanta supplied zinc to India's heaviest transmission steel pole structure,2024-09-11
"Tata Power-DDL, Nissin Electric to launch India’s first micro substation for remote power supply",2024-09-11
Servotech bags contract to install 11 DC Fast EV charging stations across Karnataka,2024-09-11
India will soon be in a position to export Lithium-ion batteries: Nitin Gadkari,2024-09-10
Maruti Suzuki India gears up to launch its first EV with 500-km range in Jan,2024-09-10
"Tata Power-DDL, Nissin Electric working on micro substation with power voltage transformer project",2024-09-10
We can no longer measure electricity just by its energy value: India’s green ambitions need new frameworks,2024-09-10
Power demand falls for the first time in 15 months as August sees 5.3% decline,2024-09-10
"Cement sector sees modest 3% volume growth in 1QFY25, demand recovery expected in H2: Ind-Ra",2024-09-10
Auto component sector aims for $100 billion exports by 2030: Goyal,2024-09-10
Gujarat hydropower plants made a record in electricity generation in August'24,2024-09-09
"Four pacts inked between Indian, UAE entities in energy sector",2024-09-09
"India's Nuclear Power Corp likely to issue bonds this month, bankers say",2024-09-09
"Electric two-wheeler Ather Energy files IPO papers with Sebi; eyes Rs 3,100-cr via fresh issue",2024-09-09
"World EV Day: Over 50% of 3-wheelers, about 5% of 2-wheelers, and 2% of cars bought in 2024 are EVs",2024-09-09
Honda Power Pack Energy partners with Bhago Mobility for green fleet services,2024-09-09
"Two-wheelers, tractors to surge with 14% and 10% CAGR through FY27: Jefferies report",2024-09-09
Not keen to invest under new EV policy: BMW,2024-09-09
Rivals need to invest in EV tech: Ola CEO,2024-09-09
Tata Power surpasses 1 lakh home EV charger installations across India,2024-09-09
"Ather Energy to file Rs 4,500 crore IPO papers next week",2024-09-07
Why public EV chargers almost never work as fast as promised,2024-09-07
"India's Reliance Infra weighs EV push, taps ex-BYD exec, sources say",2024-09-06
Allow natural growth of India's e-vehicle sector to avoid becoming 'EV colony' for China: GTRI,2024-09-06
Electric vehicle makers no longer need to be subsidised by govt: Gadkari,2024-09-06
EaseMyTrip ventures into electric bus manufacturing,2024-09-06
Odisha govt provided subsidy of over Rs 154 cr to EV owners since FY'23: Minister,2024-09-06
"Maha Cabinet clears semiconductor, EV projects worth Rs 1.17 lakh crore",2024-09-06
Honeywell commissions India’s first on-grid battery energy storage system in Lakshadweep,2024-09-06
Indian auto parts maker Motherson to launch USD 715 million share sale,2024-09-05
Volvo Cars scraps 2030 goal to be fully electric,2024-09-05
Minda Corp inks licensing pact with China's Sanco to tap EV market,2024-09-05
Karnataka to relook at power project in Western Ghats,2024-09-05
Reliance Industries wins 10 GWh ACC capacity under PLI scheme,2024-09-05
"Govt to roll out FAME III scheme in two months, focus on boosting local EV manufacturing",2024-09-05
"Welspun New Energy plans to set up pumped storage project in Maharashtra with Rs 5,000 cr investment",2024-09-04
"Nigeria and China sign economic, nuclear energy pact",2024-09-04
Nashik dist now has over 110 EV charging points at 70 stations,2024-09-04
"48 percent GST on hybrid cars, 5 percent on EVs to stay: Amitabh Kant",2024-09-04
"India’s tunneling projects surge: 69 tunnels under construction at ₹40,000 crore investment",2024-09-04
RECPDCL hands over Tumkur-II transmission project to G.R. Infraprojects,2024-09-04
Cygni Energy partners with XDLE for advanced Lithium LFP Cells in India’s growing energy storage market,2024-09-04
"IEX sees 35.8% growth in trading volume, REC market soars in August",2024-09-03
GE Power India inks settlement pact with Navayuga Engineering Company,2024-09-03
"PM Modi-led Cabinet approves Rs 3,300 crore semiconductor unit",2024-09-03
"Delhi transport minister calls gig workers 'Pradushan Yodha', exhorts them to adopt EVs",2024-09-03
SC notice to Himachal govt on Adani Power plea seeking refund of Rs 280 cr with interest,2024-09-02
"AI, Data Centers, and Decarbonization",2024-09-02
"Delhi BJP protests against high power bills, water woes in slums",2024-09-02
Tata Motors clocks 8 pc drop in total domestic sales in August,2024-09-02
Revenue growth of auto dealers to enter slow lane this year: Crisil report,2024-09-02
"Everyone wants a plug-in hybrid, and it's sending prices soaring",2024-09-02
"NHPC, SJVNL conferred Navratna status, granted greater autonomy",2024-09-02
Motorcycle pilots to soon get EV upgrade,2024-08-31
India has potential to be in Maserati's top 10 global markets in mid term: Co official,2024-08-31
RECPDCL hands over two SPVs for Khavda power transmission projects,2024-08-31
Vjaitra Air Mobility teams with Trouvé Innovation Hub for hydrogen air taxi prototype,2024-08-30
Puneet Bhatla to take over as GE Power India MD,2024-08-30
Hyundai plots India SUV rollout as domestic competition mounts ahead of IPO,2024-08-30
"Trump would axe Biden clean power rules, speed power plant approvals, campaign says",2024-08-30
"Indore electric scooter showroom catches fire; 2,500 people rescued from building, none hurt",2024-08-30
India's 2nd nuclear-powered missile submarine likely to be commissioned today,2024-08-29
"Genus Power Infra gets LoAs for smart meter projects worth Rs 4,469 cr",2024-08-29
Andhra Pradesh to become best energy efficient state: CM Chandrababu Naidu,2024-08-29
RECPDCL hands over Bhadla-III power transmission SPV to PGCIL,2024-08-29
"Old electricity bills of BPL families to be waived off, says Jharkhand CM Hemant Soren",2024-08-28
No announcement made for giving 300 units of free electricity in Odisha: Dy CM,2024-08-28
"India’s infrastructure surge to power economic growth, boost steel and cement: Moody’s",2024-08-28
"National committee for transmission recommends projects worth ₹22,540 crore for power ministry's approval",2024-08-28
Kalpataru Projects receives tax notice from Afghanistan govt,2024-08-27
China's BYD to use Huawei's advanced autonomous driving system in off-road EVs,2024-08-27
EKA Mobility enters into strategic pact with IKEA for supply of EV vans in India,2024-08-27
Plan to deploy 40-50 small modular nuclear reactors: Tata Consulting Engineers CEO Amit Sharma,2024-08-27
"Canada, following US lead, to impose 100 percent tariff on Chinese EVs",2024-08-27
Small industries urge Bescom to improve power supply,2024-08-27
SEBI's ban on India's Anil Ambani and his Reliance Group troubles,2024-08-27
"Reliance Home Finance, Reliance Power shares hit lower circuit limits",2024-08-27
"BHEL secures Rs 11,000 cr contract for three supercritical power projects from Adani Power",2024-08-26
"Anil Ambani reviewing Sebi order, to take appropriate steps: Statement",2024-08-26
Mumbai Urja Marg all set for formal inauguration,2024-08-26
Hero Motors files draft papers for Rs 900-crore IPO,2024-08-26
"Foxconn wants women employees in India to take up lead positions in design, tech space: Chairman",2024-08-26
"India needs to lead global tech transition, build jobs of the future: Ola Founder Bhavish Aggarwal",2024-08-26
Plan to deploy 40-50 small modular nuclear reactors: Tata Consulting Engineers CEO Amit Sharma,2024-08-26
"REC Limited to finance ₹45,000 crore for JNPA infrastructure projects",2024-08-26
China meets automakers to discuss import tariffs on large cars ahead of EU tariff vote,2024-08-24
Guinness World Record holder highlights need for switching over to EVs,2024-08-24
"Foxconn invests Rs 1,200 cr in Karnataka-based subsidiary in big manufacturing push",2024-08-24
"India's engineering goods exports up 3.66 pc in July, reach $37 bn in first 4 months this fiscal",2024-08-23
"Committed to advancing India's EV ecosystem, fostering local manufacturing: Minister",2024-08-23
Not all states on board for fewer GST slabs,2024-08-23
Adani Power has $800 million in unpaid dues from Bangladesh,2024-08-23
Peak power demand to grow by 15 GW/year for next 6 years: Govt Official,2024-08-23
"Nagaland govt for review of liquor act, repealing communitisation programme in power sector",2024-08-23
"Srivaru Motors unveils electric bike PRANA 2.0; targets to sell 10,000 units",2024-08-23
"MHI conducts post-budget webinar on e-mobility, capital goods and the way forward",2024-08-23
"Adani Power gets NCLT approval to acquire Lanco Amarkantak Power for Rs 4,101 cr",2024-08-23
"BMW overtakes Tesla in European EV sales for first time, report says",2024-08-23
We need to develop our own infrastructure and make more in India: Pralhad Joshi,2024-08-23
"Auto, agri, pharma, logistics hold huge trade, investment potential for India, Africa",2024-08-22
Ather Energy to expand operations to Sri Lanka,2024-08-22
Lower GST critical for EVs in transition phase: Audi India,2024-08-22
"To promote EVs, UP govt to develop e-mobility dashboard, mobile app for EV accelerator cell",2024-08-22
"Roadmap to profitability laid out, electric car off the table: Ola Electric CMD Bhavish Aggarwal",2024-08-22
Ford to shift electric vehicle strategy by building new lower-cost pickups and commercial van,2024-08-22
Tata Motors ties up with two firms to expand charging infra for electric CVs,2024-08-22
RECPDCL hands over Rajasthan power project to Apraava Energy,2024-08-22
Atishi holds review meet on 400 units free power to 1984 riot victims,2024-08-22
Adani Electricity offers subsidised power connections for Ganeshotsav in Mumbai,2024-08-22
Hyundai Motor India to establish Hydrogen Innovation Centre at IIT-M Thaiyur campus,2024-08-22
Govt unveils ZET policy advisory with 30 interventions to drive zero-emission trucks,2024-08-22
Servotech bags contract for 12 EV charging stations in Kerala,2024-08-22
India's data centre capacity to add 500 MW by 2026 as AI demand soars,2024-08-22
Union minister Pralhad Joshi to inaugurate cutting-edge EV testing lab in Bengaluru,2024-08-22
Khattar launches compendium of CEA regulations; portals for survey of power projects,2024-08-21
GE Power India MD resigns,2024-08-21
India's second 700 MW nuclear power KAPS-4 plant starts operations at full capacity,2024-08-21
AI-led demand for data centres in India to drive 500 MW capacity addition in 4 yrs: Avendus Capital,2024-08-21
