headline,Date
"India, US likely to sign pact on critical minerals, say sources",2024-09-30
Australia's Alchemy Resources signs lithium partnership with Japan's JOGMEC,2024-09-30
"Rubber prices surge 33% this fiscal, Tyre manufacturers under pressure: CRISIL",2024-09-29
Iron ore output rises 7.4% to 116mn tonnes: Ministry,2024-09-29
"Car parts supplier Forvia cuts 2024 outlook again, to speed up job cuts",2024-09-28
Auto part maker Schaeffler announces new CFO ahead of planned merger,2024-09-27
"Lohum, ReElement, and American Metals to build US’s first fully integrated battery recycling facility with..",2024-09-27
Car parts supplier Forvia cuts 2024 outlook again,2024-09-27
"JLR, Altilium to test EV batteries made with recycled materials",2024-09-27
"Schaeffler to implement job cuts after Vitesco merger, reports WirtschaftsWoche",2024-09-26
"General Motors to recall over 18,000 vehicles on brake line concerns,  says NHTSA",2024-09-26
South Korean battery maker SK On to cut jobs amid challenging EV market,2024-09-26
South Korean battery maker SK On to cut workforce amid challenging EV market,2024-09-26
"Hyundai Motor, Kia launch joint tech project for EV battery development",2024-09-26
Musashi Seimitsu and Log9 Materials partner to innovate EV powertrain and battery solutions,2024-09-25
ANAND Group invests INR 600 crore to boost electric vehicle and SUV component manufacturing,2024-09-25
"Copper hits more than 2-month high on US rate cut momentum, improving China demand",2024-09-25
Russia's Nornickel opens EV battery R&D centre,2024-09-24
"Auto component makers are specialists, not generalists: Deepak Jain",2024-09-23
"Battery maker Northvolt to cut 1,600 jobs in Sweden",2024-09-23
White House touts USD 1 bn fund to help auto suppliers retool for EVs,2024-09-23
Canada's Unifor union ratifies two-year contract with General Motors,2024-09-23
Argentina's Milei to meet Elon Musk on Monday in New York,2024-09-21
"Seeking to counter China, US awards USD 3 bn for EV battery production in 14 states",2024-09-20
Biden administration nears approval for ioneer's Nevada lithium mine,2024-09-20
TSF Group showcases innovative braking solutions at IAA Transportation 2024,2024-09-19
Uno Minda expands manufacturing capacity in India and Indonesia to meet automotive demand,2024-09-19
"DeepDrive raises USD 33.5 mn to scale up cheaper, efficient EV motors",2024-09-19
BHP's Australian nickel stoppages spoil plans for LME alternative,2024-09-18
Deven Choksey on  why long-term investors should eye Motherson Sumi,2024-09-18
Reconsider proposed hike in steel import duty: MSMEs,2024-09-18
Industry body sees domestic zinc consumption doubling in less than decade,2024-09-18
Localisation of supply chain and in-house talents are the driving forces for Marelli India: David Slump,2024-09-18
Neuron Energy partners with Pointo to transform e-rickshaw battery leasing in India,2024-09-18
"India has potential to produce lithium-ion batteries, Kashmir has 6% of global lithium stock: Nitin Gadkari",2024-09-18
Reliance Power shares hit 5% upper circuit on 500 MW battery storage contract win,2024-09-17
Hindalco to make copper foil for EV batteries,2024-09-17
Ex-Tesla exec's UK startup joins forces with Indian commercial EV startup to build world's most efficient mo..,2024-09-17
Exide Industries invests INR 100 cr in EESL for lithium-ion battery plant expansion,2024-09-15
Indonesia breaks ground on first renewable energy-powered EV battery factory,2024-09-15
Largest EV charging stn commissioned in Raigad,2024-09-15
Metals-rich Kazakhstan seeks niche in battery supply chain,2024-09-14
Continental reaches key milestones in production of safety components in India,2024-09-13
Russia considers curbing metals supplies to the West,2024-09-13
Struggling Northvolt stokes fear for Europe's battery future,2024-09-13
"India's Vedanta plans to expand nickel sulphate production, to tap overseas demand",2024-09-13
"GM in talks to buy EV batteries built with Chinese tech in US, says source",2024-09-13
Vedanta Aluminium unveils products for power and transmission industry at PowerEdge 2024,2024-09-12
"ONGC, OIL, KABIL ink pact with UAE firm for Critical Minerals",2024-09-12
"Vedanta urges India to push Japan, South Korea to remove import tax on an  EV battery component",2024-09-11
Moriroku Technology Japan expands operations in India with major investment,2024-09-11
Mercedes teams up with Factorial to develop solid-state batteries,2024-09-11
Auto component industry reassured by Centre’s commitment,2024-09-10
Hybrid cars throw lifeline to platinum metals,2024-09-10
"Tata Power sets up 50K home chargers for EVs since April'23, says company",2024-09-09
Panasonic's energy unit prepares for high-capacity EV battery production,2024-09-09
JRG Automotive forms joint venture with Japan-based Takagi Seiko,2024-09-09
Tata Group invests INR 950 cr in battery manufacturing subsidiary Agratas,2024-09-09
"EV Day Special: The other Switch Mobility in the EV Space: A homegrown solution for smarter, healthier e-cyc..",2024-09-08
"Low R&D spend, no cluster approach: India’s electronic component makers beaten by China on costs",2024-09-08
"India ACC battery manufacturing to woo USD 9 bn investment in 5 years, create 50k jobs",2024-09-08
Lawmakers probe if US retailers bought Chinese auto parts that evaded tariffs,2024-09-07
Sweden's Northvolt sells site meant for battery plant as reviews expansion,2024-09-07
Kross raises INR 150 cr from anchor investors ahead of IPO,2024-09-07
"China lithium prices hit new low on macro concerns, surging supplies",2024-09-07
Lawmakers probe if US retailers bought Chinese auto parts that evaded tariffs,2024-09-07
Why public EV chargers almost never work as fast as promised,2024-09-06
Japan to give new subsidies for domestic EV battery output,2024-09-06
Valeo expands electrification footprint with new facility opening in Pune,2024-09-06
Japan to give up to USD 2.4 bn in new support for domestic EV battery production,2024-09-06
Chile's Corfo to issue tender for projects that make lithium products,2024-09-06
Piedmont Lithium pulls US government loan application as prices slump,2024-09-05
SAIL willing to participate in Critical Mineral Mission: Chairman Amarendu Prakash,2024-09-05
Zetwerk secures ARAI certification for 60kW and 120kW DC fast chargers in India,2024-09-05
GM battery joint venture agrees to recognize UAW at Tennessee plant,2024-09-05
NHTSA closes probe into GM recall of 1.3 million vehicles over seat belt issues,2024-09-04
Reliance wins PLI scheme for 10 GWh ACC battery manufacturing,2024-09-04
Indian auto parts maker Motherson to launch USD 715 million share sale,2024-09-04
Joseph Panakkal resigns as HR Head of ZF Group,2024-09-03
Indian Battery Manufacturers Association appoints Preeti Bajaj as its new president,2024-09-02
Cummins India appoints Pankaj Kapoor as new Vice President – Distribution Business,2024-08-31
Lithium startups bet on high demand in battery-powered future,2024-08-30
Impala chief sees no new platinum mines built in South Africa amid EV threat,2024-08-30
"Rio Tinto, BYD and LG Energy eligible for Chile's Altoandinos lithium project",2024-08-30
General Motors to face big class action over faulty transmissions,2024-08-30
Quality control proposed on sale of minerals,2024-08-30
"EV expansion in India is linked to battery safety and efficiency, say experts",2024-08-29
"Wary of Trump, US minerals projects rush to close government loans",2024-08-29
"Argentina official says lithium, copper to drive metal exports to USD 10 bn by 2027",2024-08-29
"APAC automotive cameras market set to grow at 4.2% CAGR from 2024-2029, says GlobalData",2024-08-29
MinRes halts lithium buying spree; shares fall 12% on profit slump,2024-08-29
GM delays Indiana electric vehicle battery factory but finalises joint venture deal with Samsung,2024-08-29
China's DiDi to become 2nd-largest shareholder of state-backed NavInfo unit,2024-08-28
Samsung SDI finalizes deal with GM to build USD 3.5 bn joint EV battery factory in US,2024-08-28
What does global battery overcapacity mean for India's EV market?  Satyadeep Jain answers,2024-08-28
Tesla's rivals still can't use its superchargers,2024-08-28
"Argentina emerges as key source for India's quest for lithium, gold, and copper",2024-08-28
ZF to expand India sourcing to 2 bn euros by 2030,2024-08-28
Pioneer plans to scale up biz with automakers in India for future growth,2024-08-27
Make those Li-ion batteries roar,2024-08-27
Australia's Pilbara Minerals' annual profit falls on weaker lithium prices,2024-08-26
South Korea to advance EV battery certification scheme after fires,2024-08-25
"Carraro India files DRHP for Rs 1,812 crore IPO",2024-08-24
EV-charging centre with used batteries at KIA soon,2024-08-24
Tokai Rika Minda India invests INR 200 cr for its new manufacturing plant in Rajasthan,2024-08-24
Vedanta Aluminium appoints Fabio Roberto Martins as CEO of Billets,2024-08-23
"Lithium mining is slowly sinking Chile's Atacama salt flat, shows study",2024-08-23
"India’s steel capacity to reach 500 mn tonnes by 2047, digital investments to hit $2.7 bn",2024-08-23
Italian minister gives Stellantis ultimatum over EU funds for planned gigafactory,2024-08-23
JNCASR and Hindustan Zinc partner to develop new zinc-ion batteries,2024-08-23
"Advance Auto Parts sells Worldpac unit to Carlyle Group for USD 1.5 bn, cuts FY results forecast",2024-08-23
"Chile's SQM posts 63% slump in profit, expects weak lithium prices to stay",2024-08-21
Battery-storage costs must drop by 15 % year for India to avoid adding new coal capacity: Report,2024-08-21
"BMW recalling more than 720,000 vehicles due to water pump issue",2024-08-21
Tetra Technologies invests in lithium tech developer KMX,2024-08-20
Battery maker Northvolt to shift R&D from California to Sweden,2024-08-20
Foxconn working on plans to set up battery energy storage system unit in India,2024-08-18
Norwegian PM inaugurates Europe's first gigawatt battery factory,2024-08-17
"Ford recalling about 85,000 Explorer police vehicles because of potential for an engine fire",2024-08-16
BMW to recall 1.4 mn cars in China over airbags,2024-08-16
No further stake dilution in Sundram Fasteners: Chairman,2024-08-16
"&quot;Moving rapidly on Semiconductor mission,&quot; says PM Modi on Independence Day",2024-08-16
China's curbs on exports of strategic minerals,2024-08-16
Setco Auto reports INR 162.6 cr revenue in Q1 FY25,2024-08-15
India’s first lithium mines to open in Korba,2024-08-15
"Argentine lithium a boon for some, doom for others",2024-08-14
"Ford, Mazda warn owners to stop driving older vehicles with dangerous Takata air bag inflators",2024-08-14
The role of artificial intelligence in designing next-generation electric powertrains,2024-08-14
Sterling Tools PAT surges 40.9% Y-o-Y to INR 18.4 cr in Q1 FY25,2024-08-14
South Korea urges automakers to disclose EV battery brands after fires,2024-08-14
SKH forms SKH M with Magna for body and chassis operations in India,2024-08-13
Bharat Forge net profit dips to INR 175 cr in Q1 FY25,2024-08-12
Carmakers disclose battery brand information amid EV fire scare,2024-08-12
Thousands protest in Serbian capital against lithium mine,2024-08-11
Amara Raja Energy & Mobility chairman expresses concerns over Telangana government's industrial incentives,2024-08-11
BMW to recall over 1 lakh US vehicles,2024-08-09
Minda Corporation Q1 FY25 PAT up 42% to INR 64 cr,2024-08-08
"Mineral taxation greenlit by Supreme Court, could raise steel costs by INR 1,500 per tonne",2024-08-08
Mooving to set up battery swapping stations at HPCL outlets,2024-08-08
Arcadium reviews Australian lithium operations due to low raw material prices,2024-08-07
China's July rare earths exports rise 2.2% from prior month,2024-08-07
BorgWarner secures BEV electric cross differential contracts from 3 Global OEMs,2024-08-07
BorgWarner to deliver eFan system for a global OEM’s heavy-duty BEV trucks,2024-08-06
Auto parts supplier Magna's quarterly results miss on fewer vehicle assemblies,2024-08-03
US expands probe into nearly 1 mn Dodge SUVs over door locks,2024-08-03
"Electric motor parts maker EuroGroup Laminations enters India, signs JV in China",2024-08-02
Uno Minda partners with Aisin corporation to manufacture vehicle sunroofs in India,2024-08-02
US lithium giant Albemarle to slash operations in Western Australia's Kemerton,2024-08-02
"Auto-parts supplier Aptiv beats quarterly profit estimates, shares rise",2024-08-02
Ather Energy partners with Amara Raja to make E2W battery cells,2024-08-01
Lithium mining project in J-K example of failures of Modi govt: Congress,2024-08-01
APAC automotive electrical braking systems market to expand at 2.3% CAGR over 2024-29: GlobalData,2024-08-01
Sundram Fasteners Q1 FY 25 PAT up 16.7% to INR 131.64 cr,2024-07-31
BorgWarner wins deal to supply EGR coolers to North America-based CV Customer,2024-07-31
Saudi Arabia sees lithium investment options in Chile,2024-07-31
"Solvay aims to meet 30% of EU's needs for critical components for EVs, wind turbines",2024-07-31
ASK Automotive records 31% Y-o-Y growth at INR 865 cr in Q1 FY25,2024-07-31
Saudi Arabia sees lithium investment options in Chile: Mining minister,2024-07-30
Hindustan Zinc to focus on batteries for energy transition,2024-07-30
Vedanta Nico signs pact for supplying nickel to US-based AEsir Technologies,2024-07-29
Will critical minerals be another poisoned chalice for Africa?,2024-07-29
Toyota to construct EV battery plant for Lexus vehicles,2024-07-28
Hindustan Zinc eyes gains from hard-to-extract critical minerals,2024-07-27
Umicore H1 profit slumps on weak EV demand,2024-07-27
Chinese EV battery giant CATL posts jump in profits,2024-07-27
"German car parts manufacturer ZF to cut 11,000-14,000 jobs by 2028 amid electric vehicle shift",2024-07-27
Toyota to build EV battery plant for Lexus cars,2024-07-26
Battery costs for EVs and energy storage set to come down: INOXGFL ED Devansh Jain,2024-07-26
Umicore H1 core profit falls on weak EV battery demand,2024-07-26
Logistics cost remain a concern for auto component industry: ACMA,2024-07-26
GM co-leads USD 39 mn funding for EV battery materials startup Addionics,2024-07-25
Indian auto parts industry turnover grows 9.8% to INR 6.14 lakh cr in FY24,2024-07-25
"Hindustan Zinc launches EcoZen, Asia’s first low carbon `green’ zinc",2024-07-25
Sona Comstar net profit rises 27% to INR 142 crore in Q1 FY25,2024-07-25
Forvia and BYD to bring Asian partnership to Europe,2024-07-24
LG Energy Solution in talks with Chinese firms to make low-cost EV batteries for Europe,2024-07-24
Porsche cuts sales outlook due to surprise alloy shortage,2024-07-24
Budget 2024-25: 'Critical Mineral Mission' to boost EV battery production,2024-07-23
Making battery energy storage an integral part of ‘Net-Zero’,2024-07-23
Sodium-ion batteries are set to spark a renewable energy revolution - and Australia must be ready,2024-07-23
India to seek licenses to scout Pacific Ocean for critical minerals,2024-07-22
Hindalco looks to take 'direct' route to rev up auto parts biz,2024-07-22
"Embraer's Eve rolls out flying taxi prototype, cash needs covered until 2027",2024-07-21
"EU, Serbia sign deal to kickstart lithium battery development",2024-07-20
Germany's chancellor praises lithium deal with Serbia that could reduce Europe's dependency on China,2024-07-20
Zimbabwe's Kuvimba signs USD 310 mn lithium mine deal,2024-07-19
"Aluminium, nickel hit multi-month lows on supply pressure",2024-07-19
Nickel: The metal driving the EV revolution,2024-07-18
Centre woos Tesla and states gear suppliers,2024-07-18
South Korea's SK Innovation agrees merger with SK E&S as part of overhaul,2024-07-18
"BMW recalling over 1,100 vehicles in US over airbag concern, says NHTSA",2024-07-17
Serbia greenlights disputed lithium mining project,2024-07-17
Samsung launches energy management service for Tesla vehicles,2024-07-17
Indonesia's massive metals build-out is felling the forest for batteries,2024-07-16
Portugal's mining strategy may favour copper over lithium,2024-07-16
"Investment in critical minerals in web of doubt, says industry",2024-07-16
SK On of South Korea Negotiates to Supply Prismatic EV Batteries in Turnaround Effort,2024-07-14
Weak market for critical minerals seen dampening Western efforts to counter China,2024-07-13
Battery maker ProLogium to gradually ramp up French plant amid slow EV sales,2024-07-13
South Korea's SK On in talks to supply prismatic EV batteries as it seeks turnaround,2024-07-13
Chilean lithium to be eligible for U.S. tax break,2024-07-12
"Five automakers to recall over 1,56,000 cars for faulty parts",2024-07-12
"BMW recalling more than 390,000 vehicles due to airbag inflator issue",2024-07-11
ENTEK gets conditional USD 1.2 bn US loan for EV battery separator plant,2024-07-10
Michigan lowers incentives for Ford EV battery plant to match reduced output,2024-07-10
Spain's Acciona launches swappable battery electric vehicle,2024-07-09
LG Energy Solution's operating profit plunges 58% as EV sales slip,2024-07-08
China's Shandong province plans USD 14 bn lithium battery industry by 2025,2024-07-08
"&quot;Low cost, high performance&quot;: Bhavish Aggarwal calls his EV battery 'Bharat Cell' a gamechanger fo..",2024-07-08
New lithium plant inaugurated in Argentina,2024-07-04
"Lohum to invest INR 1,000 cr in manganese-based battery production",2024-07-04
Samvardhana Motherson raises USD 350 mn via bonds,2024-07-04
Indonesia launches first EV battery plant,2024-07-03
Jammu and Kashmir lithium block gets no bids in second attempt,2024-07-03
"Hyundai Motor, LGES complete building EV battery plant in Indonesia",2024-07-03
"India, Australia look at increasing cooperation in critical minerals, processing",2024-07-02
Renault's EV unit Ampere to bet on LFP technology for EV batteries,2024-07-02
TVS Mobility arm acquires Italy-based automotive components supplier,2024-07-02
Serbia's green activists rally against Rio Tinto lithium project,2024-07-01
VCs chase auto parts makers to hitch a ride on EV journey,2024-07-01
Japan's antitrust watchdog to issue warning to Toyota subsidiary,2024-06-30
Ola Electric to invest USD 100 mn in gigafactory,2024-06-30
"India's Ola Electric working to build solid-state batteries, says chairman",2024-06-30
"India steel, trade ministries in talks over rising Chinese imports, says source",2024-06-29
Tata threatens to shut steelworks early ahead of strike,2024-06-29
Western tariffs a 'challenge' for China's battery giant CATL,2024-06-28
Lithium producers bullish on long-term demand despite recent price drop,2024-06-28
"Samvardhana Motherson unit mulling USD 500mn dollar bond issue, say bankers",2024-06-27
South Korean authorities order battery maker to halt operations over deadly blaze,2024-06-26
"Exxon, South Korea's SK On sign non-binding deal for lithium supply",2024-06-26
"Hyundai, Kia, Tesla, Volkswagen to recall over 456,000 vehicles for faulty parts",2024-06-26
Bharat Forge's Amit Kalyani on what's wrong with India's EV model and whether green hydrogen is the silver b..,2024-06-26
Automakers ask US agency to reconsider emergency braking rule,2024-06-25
"ACMA Budget wishlist: Incentivise capex, rationalise GST rates on EVs, components",2024-06-24
Amara Raja Energy & Mobility signs technical licensing agreement with GIB Energy for LFP cell production,2024-06-24
"Our extraction rate of critical materials from Li-ion batteries at over 98%, best globally: Attero's CEO",2024-06-24
Hyundai Motor doubles down on ensuring longer driving range of EVs,2024-06-24
"Component makers line up capex, scout for land parcels as business booms",2024-06-24
Musashi commences production of e2w e-axles in India,2024-06-24
Daewoo re-enters India with automotive four wheeler batteries,2024-06-24
First critical mineral block auctions winners to be announced on Monday,2024-06-23
"Toyota suspends deliveries of Grand Highlander, Lexus TX SUVs over air bag issue",2024-06-21
BMW cancels USD 2 bn battery cells contract with Northvolt,2024-06-21
Rising demand and technological advancements propel APAC automotive suspension systems market,2024-06-21
Amara Raja Energy & Mobility increases stake in InoBat for 20 mn Euros,2024-06-21
China to regulate lithium-ion battery industry amid fast expansion,2024-06-20
FAAD Network announces strategic exit from Battery Smart,2024-06-20
ZF Group sells 7.5% stake in Indian subsidiary for growth initiatives,2024-06-19
Domestic lead-acid battery manufacturers project 10-11% revenue growth in 2025,2024-06-19
Super Screws partners with Mitsuchi Corporation for cold forged parts manufacturing in India,2024-06-19
BorgWarner appoints Joseph Fadool as COO; announces opening of new business unit structure,2024-06-18
Mahle SmartBike Systems launches X30 drive system for eBikes,2024-06-18
Chinese Premier Li targets critical minerals in Australia visit,2024-06-18
GM's Ultium Cells workers vote to ratify new contract,2024-06-18
Tesla sues ex-supplier Matthews over EV battery trade secrets,2024-06-18
Serbia to give green light for Rio Tinto lithium mine,2024-06-17
"HD Kumaraswamy backpedals on subsidy, says was calling for 'balanced approach'",2024-06-16
Mahindra group may join hands with global players for cell production in India: MD Anish Shah,2024-06-16
"Saudi mining minister to visit Chile in July, says source",2024-06-15
Minda Corporation forms 50:50 JV with HSIN Chong Machinery Works Co.,2024-06-14
"Environmental studies show Serbian lithium project is safe, says Rio",2024-06-14
"For ZF India, the time has come to play to its strengths",2024-06-14
Indian Forging Industry names Ashwani Jotshi as new secretary general,2024-06-13
The world needs more batteries — but not this many,2024-06-13
"South Korea, Kazakhstan sign minerals deals as Seoul moves to diversify supply chain",2024-06-12
Battery Smart raises USD 65mn Series B round led by LeapFrog Investments,2024-06-11
Omnia's explosives business boosted by battery metals exploration,2024-06-11
US Senate panel expands probe into BMW use of parts from banned Chinese supplier,2024-06-11
UAW reaches tentative agreement with Ultium Cells,2024-06-11
Lumax Industries appoints Raju B Ketkale as new CEO,2024-06-11
JSW Energy begins construction as part of its foray into battery storage services,2024-06-10
Stellantis extends preventive recall to other models over airbag worries,2024-06-08
"Panasonic's battery unit may struggle to hit FY2030 targets, says CEO",2024-06-07
China's Gotion High Tech to set up USD 1.3 bn EV battery gigafactory in Morocco,2024-06-07
Stellantis says no further recalls planned over airbag issues after paper reports carmaker widens campaign,2024-06-06
Chile's lithium dreams raise water concerns in the desert,2024-06-06
Uno Minda ties up with Chinese firm for production of EV components,2024-06-06
Brakes India and ADVICS plan JV for advanced braking systems production in India,2024-06-05
LG Energy Solution joins US firm for EV battery solutions,2024-06-05
"Car battery maker ACC halts plant construction in Germany, Italy",2024-06-05
Volvo to issue world's first EV battery passport ahead of EU rules,2024-06-04
