Headline,Date & Time
"Ola Electric rolls out Ganesh Chaturthi Special offers on S1 Pro, S1 X and S1 X+","Updated: 05 Sep 2024, 08:19 PM IST"
"Electric vehicles don't need subsidies now, says transport minister Gadkari","Updated: 05 Sep 2024, 06:41 PM IST"
BMW 3 Series Gran Limousine M Sport Pro Edition diesel variant launched in India,"Updated: 05 Sep 2024, 04:44 PM IST"
"Attacks on Hindus in Bangladesh not communal, reports ‘exaggerated': Yunus","Updated: 05 Sep 2024, 03:21 PM IST"
EVs fare better in the resale market. Just don't compare them to ICE cousins.,"Updated: 05 Sep 2024, 06:50 AM IST"
"Electric vehicles become 10% costlier in Delhi, registrations slip","Updated: 05 Sep 2024, 06:30 AM IST"
Mercedes Maybach EQS electric SUV to launch in India tomorrow: Expected price,"Updated: 04 Sep 2024, 04:06 PM IST"
Mahindra and Mahindra offers HUGE discounts on Thar and XUV400 EV: All details,"Updated: 03 Sep 2024, 09:24 PM IST"
Anand Mahindra reveals the charming origin of Jawa Motorcycles' name: Details,"Updated: 03 Sep 2024, 06:34 PM IST"
10 Upcoming auto launches to watch out for this September 2024,"Updated: 03 Sep 2024, 05:31 PM IST"
"Jawa 42 FJ 350 launched in India, rivals RE Hunter 350: Price, features and more","Updated: 03 Sep 2024, 03:39 PM IST"
Mahindra rolls out₹1.5 lakh discount on Thar after Thar Roxx launch,"Updated: 03 Sep 2024, 06:20 AM IST"
2024 Hyundai Alcazar to launch in India on Sept 9: Everything we know so far,"Updated: 02 Sep 2024, 05:48 PM IST"
"Tata Curvv Coupe SUV launched in India, starting at₹10 lakhs","Updated: 02 Sep 2024, 03:16 PM IST"
Maruti Suzuki India cuts price of select variants of Alto K10 and S-Presso,"Updated: 02 Sep 2024, 10:57 AM IST"
Tata Curvv ICE launches today: What features to expect,"Updated: 02 Sep 2024, 09:24 AM IST"
Maruti not to deepen discounts for festive season even as sales fall,"Updated: 01 Sep 2024, 09:59 PM IST"
The solar-car competition that has EV recruiters buzzing,"Updated: 31 Aug 2024, 05:09 PM IST"
"Maserati targets India as top 10 market by 2030, focuses on younger demographic","Updated: 30 Aug 2024, 08:40 PM IST"
"Aston Martin Vantage V8 was launched in India, priced at₹3.99 crore","Updated: 29 Aug 2024, 08:32 PM IST"
Maruti Suzuki gears up for electric future with six new EVs by 2031: Report,"Updated: 28 Aug 2024, 06:01 PM IST"
5 Upcoming car launches expected in September 2024,"Updated: 24 Sep 2024, 04:36 PM IST"
"Upcoming cars expected to launch this year: Tata Nexon CNG, MG Windsor and more","Updated: 26 Aug 2024, 09:32 PM IST"
"Bajaj Auto to introduce new CNG, Ethanol, and electric vehicles by FY25: Report","Updated: 26 Aug 2024, 05:02 PM IST"
Why the Chinese EV sector is not a ‘footnote’,"Updated: 25 Aug 2024, 11:57 AM IST"
"Ola Electric counters MapmyIndia's claims, denies involvement in mapping dispute","Updated: 23 Aug 2024, 09:15 PM IST"
India may want more EV parts to be made locally. It may not be entirely feasible,"Updated: 23 Aug 2024, 06:30 AM IST"
Hyundai Alcazar facelift revealed ahead of the launch on Sept 9: All to know,"Updated: 22 Aug 2024, 08:53 PM IST"
Upcoming Jawa 42-based retro motorcycle set for September launch: What to expect,"Updated: 22 Aug 2024, 05:17 PM IST"
Auto industry’s EV retreat hastens,"Updated: 22 Aug 2024, 03:36 PM IST"
"TVS Motor launches new TVS Jupiter 110 cc scooter at₹73,700 ex-showroom","Updated: 22 Aug 2024, 02:03 PM IST"
Maruti Suzuki scales back production as India's auto industry faces slowdown,"Updated: 21 Aug 2024, 10:22 AM IST"
"5 Best SUVs in India under₹10 lakhs: Tata Punch, Mahindra 3XO and more","Updated: 20 Aug 2024, 10:51 PM IST"
"MG Windsor EV teased, set to debut in India soon: What all to expect","Updated: 20 Aug 2024, 04:26 PM IST"
Your car’s AC and tyres need a climate-driven upgrade. Here's why,"Updated: 20 Aug 2024, 06:00 AM IST"
BSA Gold Star 650 VS Royal Enfield Interceptor 650: A quick comparison,"Updated: 16 Aug 2024, 05:10 PM IST"
Raksha Bandhan gift ideas: 5 Electric scooters you can buy for your siblings,"Updated: 15 Aug 2024, 08:58 PM IST"
Mahindra bets on 'mass appeal' of Thar Roxx to become best-selling mid-SUV,"Updated: 15 Aug 2024, 08:13 PM IST"
"BSA Goldstar 650 launched in India, rivals Royal Enfield Interceptor 650","Updated: 15 Aug 2024, 04:59 PM IST"
"Ola Electric Roadster Series e-bikes launched in India, starting at₹74,999","Updated: 15 Aug 2024, 02:28 PM IST"
Mahindra Thar Roxx launched: Check variant-wise pricing and booking details,"Updated: 15 Aug 2024, 12:59 PM IST"
"Mahindra Thar Roxx launched in India, starting at₹12.99 lakh: All details","Updated: 14 Aug 2024, 11:19 PM IST"
"Mahindra Thar Roxx set to launch tomorrow: Check expected price, features","Updated: 14 Aug 2024, 06:20 PM IST"
Why India needs safety protocols for EV charging,"Updated: 14 Aug 2024, 07:00 AM IST"
"German luxury, Chinese battery: Fire calls for disclosures on key EV component","Updated: 13 Aug 2024, 07:47 PM IST"
"Low battery: The biggest challenge hindering BluSmart, the electric-cab company","Updated: 13 Aug 2024, 07:02 PM IST"
2024 Royal Enfield Classic 350 updated: Check what's new,"Updated: 12 Aug 2024, 09:29 PM IST"
3 Auto launches to watch out for this Independence Day 2024: Check the list,"Updated: 14 Aug 2024, 12:56 PM IST"
Mahindra Thar Roxx showcased ahead of launch on Aug 15: All we know so far,"Updated: 12 Aug 2024, 04:18 PM IST"
Uttar Pradesh to retain tax waiver for hybrids despite opposition from EV makers,"Updated: 12 Aug 2024, 06:45 AM IST"
Upcoming two-wheeler launches in August 2024: Check full list,"Updated: 09 Aug 2024, 10:57 PM IST"
Bhavish Aggarwal's Ola Electric to launch its first electric bike on August 15,"Updated: 09 Aug 2024, 06:16 PM IST"
Anand Mahindra hints at BSA Goldstar 650's Indian debut on August 15,"Updated: 08 Aug 2024, 10:01 PM IST"
Meta and Google ad campaigns breach regulations targeting teens: Report,"Updated: 08 Aug 2024, 09:49 PM IST"
2024 Mercedes-Benz CLE Cabriolet launched in India at₹1.10 Cr: Details,"Updated: 08 Aug 2024, 06:48 PM IST"
2024 Mercedes-AMG GLC 43 Coupe 4MATIC launched in India at₹1.10 Cr: Details,"Updated: 08 Aug 2024, 06:47 PM IST"
"Tata Curvv EV Coupe launched: Price, range and quick comparison with Nexon EV","Updated: 07 Aug 2024, 04:25 PM IST"
Platform to locate chargers for MG EV owners,"Updated: 07 Aug 2024, 06:40 AM IST"
"Bajaj Auto partners with Amazon, launches exclusive Chetak 3201 Special Edition","Updated: 06 Aug 2024, 05:20 PM IST"
Bhavish Aggarwal's Ola Electric set to hold Sankalp 2024 annual event on Aug 15,"Updated: 03 Aug 2024, 07:24 AM IST"
"Hyundai Grand i10 Nios Hy-CNG Duo launched in India: Price, features and more","Updated: 02 Aug 2024, 04:55 PM IST"
"2024 Yezdi Adventure launched in India with new colours: Check price, features","Updated: 01 Aug 2024, 10:08 PM IST"
Nissan X-Trail relaunches in India now available at₹49.92 lakh,"Updated: 01 Aug 2024, 09:11 PM IST"
Maruti Suzuki Ertiga and Renault Triber score poor ratings in GNCAP crash tests,"Updated: 31 Jul 2024, 07:56 PM IST"
Applying for UAE Green Visa? Here’s all you need to know,"Updated: 31 Jul 2024, 03:28 PM IST"
From Tata Curvv to Mahindra Thar Roxx: Upcoming car launches in August,"Updated: 30 Jul 2024, 06:02 PM IST"
India to see Ola Electric’s first motorcycle with largest EV batteries in 2025,"Updated: 29 Jul 2024, 07:02 PM IST"
Mahindra teases Thar Roxx SUV: All we expect so far,"Updated: 29 Jul 2024, 06:55 PM IST"
MG Cloud EV teased ahead of India launch: What to expect,"Updated: 26 Jul 2024, 04:58 PM IST"
"Citroen Basalt Coupe showcased ahead of launch, locks horns with Tata Curvv","Updated: 25 Jul 2024, 05:57 PM IST"
Mahindra Thar Roxx confirmed to launch on Aug 15: All we know so far,"Updated: 25 Jul 2024, 04:30 PM IST"
"Maharashtra leads in electric buses, Delhi is a close second: Govt","Updated: 25 Jul 2024, 04:01 PM IST"
Kerala MVD cracks down on distracted riding; no more talking to passengers,"Updated: 25 Jul 2024, 10:43 AM IST"
"BMW CE 04, India’s most expensive electric scooter, launched at₹14.90 lakhs","Updated: 24 Jul 2024, 03:48 PM IST"
Royal Enfield to expand 650 cc lineup with new Interceptor Bear 650: Report,"Updated: 23 Jul 2024, 10:33 PM IST"
Govt clarifies EV incentive scheme ‘fund-limited’ till start of FAME-III,"Updated: 23 Jul 2024, 08:30 PM IST"
"Toyota to buy back shares worth more than $5 bn from Japan banks, insurers","Updated: 23 Jul 2024, 01:48 PM IST"
Hyundai Alcazar SUV spotted testing again: What all to expect,"Updated: 22 Jul 2024, 08:11 PM IST"
EVs are cheaper than ever. Can car buyers be won over?,"Updated: 22 Jul 2024, 04:27 PM IST"
"‘Would you trust a surgeon with disability,’ bureaucrat questions reservation","Updated: 22 Jul 2024, 11:20 AM IST"
Tata Curvv Coupe SUV unveiled: All you need to know,"Updated: 19 Jul 2024, 09:09 PM IST"
This car aficionado revived the hybrid-EV debate; focus now turns to UP’s policy,"Updated: 18 Jul 2024, 04:42 PM IST"
"Small, lean and lightweight: What is Suzuki's ‘energy minimization’ EV plan?","Updated: 18 Jul 2024, 06:00 AM IST"
Royal Enfield Guerrilla 450 vs Triumph Speed 400 comparison: Which one to buy?,"Updated: 17 Jul 2024, 04:46 PM IST"
JSW-MG Motor to roll out 5 new cars over one year,"Updated: 17 Jul 2024, 03:01 PM IST"
"Royal Enfield Guerilla launched in India: Check price, design, and other details","Updated: 17 Jul 2024, 12:59 PM IST"
"Ola Electric's dominance will come under increasing challenge, Bajaj Auto says","Updated: 16 Jul 2024, 08:21 PM IST"
"Phase 3 of electric vehicle incentives to be rolled out soon, but not in Budget","Updated: 16 Jul 2024, 03:19 PM IST"
"Uttar Pradesh extends electric vehicles policy to 2027, offers new subsidies","Updated: 16 Jul 2024, 02:00 PM IST"
Hydrogen highways: India gears up for a nationwide fuelling network,"Updated: 15 Jul 2024, 06:00 AM IST"
"Skoda Kodiaq 2024 and Superb Achieve 5 star safety ratings, set for India launch","Updated: 12 Jul 2024, 09:59 PM IST"
Tata Motors teases New Curvv SUVs: What all to expect,"Updated: 11 Jul 2024, 07:57 PM IST"
The EV trade war between China and the West heats up,"Updated: 11 Jul 2024, 09:06 AM IST"
‘Many states’ decisions to encourage clean transport about to be implemented',"Updated: 10 Jul 2024, 08:16 PM IST"
XUV 700 price cut not linked with UP's new vehicle policy: Mahindra and Mahindra,"Updated: 10 Jul 2024, 06:13 PM IST"
Mint Primer: How the budget can push electric vehicle sales,"Updated: 10 Jul 2024, 06:00 AM IST"
Maruti Suzuki joins rivals in safety race: Dzire aces crash test with 5-stars,"Updated: 11 Nov 2024, 07:25 PM IST"
"Maruti Suzuki Swift Dzire 2024 launched in India, price starts at Rs. 6.79 lakh","Updated: 11 Nov 2024, 02:02 PM IST"
Electric 3-wheeler subsidies for FY25 halt as sales hit cap,"Updated: 11 Nov 2024, 05:00 AM IST"
"Tata Motors sees Q2 profit fall on weak JLR, domestic auto sales","Updated: 08 Nov 2024, 09:36 PM IST"
"Kia Clavis teaser suggests bold, RV-inspired design for the Indian market","Updated: 07 Nov 2024, 11:12 PM IST"
"M&M raises tractor growth forecast, maintains SUV sales optimism","Updated: 07 Nov 2024, 10:13 PM IST"
Mahindra's XEV 9e and BE 6e Electric SUVs set for debut in 2024-25: Details,"Updated: 07 Nov 2024, 06:51 PM IST"
2024 Maruti Suzuki set to launch sleek fourth-gen Dzire on Nov 11: Details,"Updated: 06 Nov 2024, 09:12 PM IST"
"Skoda Kylaq SUV launched in India: Check price, features and more","Updated: 06 Nov 2024, 03:27 PM IST"
From Skoda Kylaq to Maruti Suzuki Dzire: Upcoming car launches in November 2024,"Updated: 05 Nov 2024, 11:02 PM IST"
"Royal Enfield Interceptor Bear 650 launched in India: Check price, features","Updated: 05 Nov 2024, 07:38 PM IST"
Maruti Suzuki e Vitara unveiled: All about company's first-ever electric vehicle,"Updated: 05 Nov 2024, 06:39 PM IST"
Royal Enfield Classic 650 unveiled at EICMA: Bookings open in the UK and Europe,"Updated: 05 Nov 2024, 05:42 PM IST"
Skoda Kylaq teaser reveals LED styling and premium design ahead of Indian launch,"Updated: 05 Nov 2024, 03:14 PM IST"
"Royal Enfield Flying Flea, company's first-ever EV unveiled","Updated: 04 Nov 2024, 10:45 PM IST"
2024 Maruti Suzuki Dzire to debut on Nov 11: All we know so far,"Updated: 04 Nov 2024, 08:36 PM IST"
Citroen unveils limited-edition Aircross Xplorer with enhanced features: Details,"Updated: 04 Nov 2024, 07:21 PM IST"
Royal Enfield's first electric motorcycle to be showcased today. All details,"Updated: 04 Nov 2024, 03:28 PM IST"
The man likely to lead the two Tata Motors companies,"Updated: 04 Nov 2024, 05:30 AM IST"
"Festive mood lifts automotive purchases in October, eases inventory pressure","Updated: 01 Nov 2024, 10:24 PM IST"
Royal Enfield Guerrilla 450 leaks: What all we know so far,"Updated: 02 Jul 2024, 11:19 PM IST"
"Thousands of Tesla Cybertrucks recalled over trunk, windshield wiper issues","Updated: 26 Jun 2024, 09:25 AM IST"
"Honda adds CNG options to Amaze, City, and Elevate. But here's a catch","Updated: 25 Jun 2024, 06:07 PM IST"
Hybrids have made a comeback in 2024. Will they spoil the EV party in India?,"Updated: 24 Jun 2024, 06:49 PM IST"
Hyundai and Kia zip into the U.S. car market’s fast lane,"Updated: 24 Jun 2024, 06:31 PM IST"
"Maruti Suzuki eVX, company's first EV spotted testing in India: What to expect","Updated: 24 Jun 2024, 05:01 PM IST"
Why it pays for startups to move to Silicon Valley,"Updated: 24 Jun 2024, 01:11 PM IST"
Do you have what it takes to be a ‘personality hire’?,"Updated: 20 Jun 2024, 11:22 AM IST"
Hyundai Alcazar facelift SUV spotted: Here's everything we expect,"Updated: 19 Jun 2024, 07:54 PM IST"
Tata Motors to increase prices of commercial vehicles by 2% from July,"Updated: 19 Jun 2024, 11:26 AM IST"
Citroen India launches limited-edition C3 Aircross Dhoni Edition. What's new?,"Updated: 18 Jun 2024, 08:31 PM IST"
India wants to restrict Chinese dumping of circuit boards. Automakers resist,"Updated: 19 Jun 2024, 07:08 AM IST"
Electric-vehicle startup Fisker files for bankruptcy,"Updated: 18 Jun 2024, 12:42 PM IST"
MG Astor receives price hike on THESE variants: Check out the new prices,"Updated: 14 Jun 2024, 08:59 PM IST"
"Mercedes Benz Commits₹3,000 Cr investment in Maharashtra: State Minister","Updated: 13 Jun 2024, 10:09 PM IST"
Tata Nexon EV and Punch EV earn five-star Bharat NCAP safety ratings,"Updated: 13 Jun 2024, 08:41 PM IST"
"China’s EV makers saw Europe tariffs coming, and many already have a plan","Updated: 13 Jun 2024, 05:53 PM IST"
New fuel efficiency proposal for automakers signals an EV future for India,"Updated: 13 Jun 2024, 02:20 PM IST"
MG Hector and Hector Plus SUVs get a price hike: Check details on new prices,"Updated: 12 Jun 2024, 11:05 PM IST"
"With millions of jobs at stake, Europe fights China on EVs—reluctantly","Updated: 12 Jun 2024, 05:15 PM IST"
