headline,Date
"Dollar's post-Trump win rally wanes, in slight relief for rupee",2024-11-08
Manufacturing will play pivotal role in shaping Viksit Bharat,2024-11-08
"TVS Mobility flags off a INR 2,000 cr fundrace",2024-11-08
"Recycle, Reuse, Reinvent for a resource-efficient auto sector",2024-11-08
Govt invites proposals for setting up Centres of Excellence for R&D on Green Hydrogen,2024-11-07
"M&M Q2 PAT up 35% to INR 3,171 cr, driven by auto and farm sector growth",2024-11-07
"Automakers brace for new tariffs, EV changes under Trump presidency",2024-11-07
Vehicular emissions top contributor: Report,2024-11-07
Debunking Myths: The game changing benefits of EVs,2024-11-07
"Trump win-fuelled rally in dollar, US rates to keep rupee under strain",2024-11-07
Telangana partners with DENSO to revolutionise automotive industry,2024-11-06
Rupee slips in NDF market amid US election updates,2024-11-06
"NTPC, ONGC joint venture poised for big push to green energy projects",2024-11-05
Vehicle sales hit top gear in festive season,2024-11-05
"CIL should prioritise augmenting coal production, supplies to reduce import: Minister",2024-11-05
"Rupee slips to record low, pressured by slide in local equities",2024-11-05
"India aims for top spot in global auto industry, says Nitin Gadkari",2024-11-05
Audio Interview: Recruiting industry executives for U.S. (and global) PE firms,2024-11-05
Unlocking the potential of electric vehicle financing: Navigating challenges and seizing opportunities,2024-11-04
China urges France to get EU to arrive at palatable EV trade solution,2024-11-04
"Bajaj Auto reports 8% decline in 2W sales at 2,55,909 units amid strong export growth",2024-11-04
China urges France to get EU to arrive at palatable EV trade solution,2024-11-04
AM/NS to set up INR 1.4 lakh cr steel project in Andhra,2024-11-04
Dollar decline to help rupee kick off big week on positive note,2024-11-04
"Global clean energy tech market to reach USD 2 trillion by 2035, driven by major investments",2024-11-04
Govt working on 7 specific action plans to tackle toxic air,2024-11-04
NHAI seeks applications for country's first bank-led toll collection,2024-11-04
Adani Total Gas bets on LNG for transport and mining segments,2024-11-03
Vehicles without registration plates galore on Bhopal roads,2024-11-02
'Traffic safety month' begins in city to raise awareness,2024-11-02
China's Xi underscores benefits of cooperation with Slovakia during Fico's visit,2024-11-02
Delhi-NCR's 'Very Poor' post-Diwali AQI better than last few years,2024-11-02
RBI's routine interventions to halt major movements in Indian rupee,2024-11-02
TVS Motor sales up 13% to 4.89 lakh units in October,2024-11-02
Innovative living-biomaterial from Indian architect set to transform sustainable construction and beyond,2024-11-01
"India, Saudi Arabia exploring collaboration in fintech, clean hydrogen",2024-11-01
"Tata Motors report sales increases marginally at 80,839 units in October",2024-11-01
Greaves Cotton appoints Ramachandra Puttanna as Business Head for EV solutions and new ventures,2024-11-01
Thiruvananthapuram wins global award for sustainable development,2024-11-01
Auto sales up in mid-to-high single digits during Navratra,2024-11-01
Aptiv implements additional cost-saving measures as EV transition slows,2024-11-01
Iron ore dips on demand concerns but headed for weekly rise,2024-11-01
"Mahindra Auto reports 25% increase Y-o-Y in October sales with 54,504 units",2024-11-01
Asia to spend over USD 20bn on EVs: Report,2024-11-01
What happens as EU concludes investigation of Chinese-made EVs?,2024-10-30
How to get started with FASTag online?,2024-10-30
Beijing files WTO complaint over EU's new taxes on Chinese EVs,2024-10-30
Presidential vote to test Michigan's appetite for EVs,2024-10-30
"Rupee battles yuan weakness, losses in local equities",2024-10-30
"FMCG, auto companies step up ad spends to revive demand",2024-10-30
CII partners with Hunch Mobility to host Urban Air Mobility Expo 2025,2024-10-29
"Tata Electric Mobility, Rajasthan Solar Association collaborate to boost solar EV adoption",2024-10-29
Danish EV charger software firm Monta expands into US market,2024-10-29
JSW Group & Korea’s POSCO Group sign MoU to develop integrated steel plant in India,2024-10-29
Transformer steel shortage could impact India's energy ambitions: GTRI,2024-10-29
Italy to cut automotive industry support by around USD 5 billion,2024-10-29
Steel Cos Struggle with INR 89k cr Stock on Rising Imports,2024-10-29
"Rupee to remain defiant in face of higher U.S. yields, outflows",2024-10-29
Audio Interview| China’s automotive industry: Global update,2024-10-29
"Servotech bets on EV charger production, new solar products to strengthen energy biz",2024-10-28
Incentive package in works to push green steel manufacturing,2024-10-28
Earnings from GST and VAT see marginal rise in Delhi,2024-10-28
'Very poor' AQI reflects lapse by authorities: NGT,2024-10-28
"Consumers exploring both luxury, sustainable mobility alternatives: Survey",2024-10-28
UAE corporates unite for Zero Emission Vehicles: The Road2.0 initiative,2024-10-28
Govt plans system for smart payments of vehicle challans online,2024-10-28
"Rupee pegged back by dollar, US yields; RBI expected to intervene again",2024-10-28
EU auto biz slump throws IT’s growth plans off the track,2024-10-28
"UAE corporates publish declaration to adopt, promote electric vehicle ecosystem",2024-10-26
"Consumer goods, auto and healthcare sector to expand but energy may face challenge in 2025: Report",2024-10-26
"European shares muted on auto pressure, set for weekly loss",2024-10-26
Rio Tinto signs MOU with China's Nanjing steel on decarbonisation,2024-10-26
China Evergrande's EV unit to cease discussions for stake sale,2024-10-26
"EU, China agree to more talks on potential alternatives to EV tariffs",2024-10-26
"AQI improves to poor, but likely to move back to very poor or severe",2024-10-26
"Rupee ends flat on day, week; cenbank interventions cap pressure",2024-10-26
Paisalo Digital partners with Mahindra to enhance financing for electric commercial vehicles in India,2024-10-25
Apollo Tyres launches skill training centre for transgenders in Hyderabad,2024-10-25
'PPPs key to infra mobility powered by hydrogen',2024-10-25
"EU, China agree to more talks on potential alternatives to EV tariffs",2024-10-25
Thaw in China ties unlikely to deter India's plans for steel tariffs,2024-10-25
India has 360 proposals for ropeway and cable car: Union Minister Nitin Gadkari,2024-10-25
China-EU EV tariff spat: Beijing asks carmakers to halt Europe expansion,2024-10-25
Schneider Electric partners with Noida International Airport to implement advanced energy management solutio..,2024-10-25
Rupee to round off a quiet week clinging to all-time low,2024-10-25
"At DDMA meeting, authorities discuss dust mitigation, staggered office timings",2024-10-25
China carmakers to double manufacturing capacity abroad to beat tariffs,2024-10-24
US automakers urged to innovate despite tariffs on Chinese rivals,2024-10-24
Scant relief for rupee as dollar rally shows no signs of pause,2024-10-24
Irdai raises concerns over high auto cover commissions,2024-10-24
Vedanta Aluminium enhances logistics efficiency and sustainability with BOBRN rakes,2024-10-24
"TVS Motor Q2 Results: Profit jumps 23% YoY to Rs 663 crore, but misses estimates",2024-10-23
India set to drive in new leadership opportunities with EVs,2024-10-23
Pioneering sustainable materials in electric vehicle design,2024-10-22
EV Recharge partners with ZEVO for mobile EV charging solutions,2024-10-22
Mega Corporation launches Lendingo to enhance EV financing solutions,2024-10-22
Skoda Auto Volkswagen India plants over 7 lakh trees in Maharashtra for ecological restoration,2024-10-22
'Red Light on-Gaadi off' campaign against pollution commences in Delhi,2024-10-22
Green Hydrogen blending will have negligible impact on consumer fuel prices: Report,2024-10-22
"NLC, JSW, JSPL among bidder for commercial coal mines in 10th round",2024-10-22
GRAP II imposed in NCR: Here's what it means for Delhi's citizens,2024-10-22
India central bank to help rupee contend with soaring US yields,2024-10-22
Audio Interview: Lithium-ion battery value chain in Europe,2024-10-22
"German carmakers should not be afraid of Chinese competition, says Scholz",2024-10-21
China's rapeseed meal contract drops after Canada plans some relief from EV tariffs,2024-10-21
"No hydro testing facility for CNG vehicles in Rudrapur, owners go to other cities for mandatory tests",2024-10-21
"ICE policy will help Andhra Pradesh achieve INR 67,000 crore revenue in 5 years: Special CS (Energy)",2024-10-21
"Delhi faces pollution woes, AQI ‘Poor’",2024-10-21
‘Road accident deaths seven times the number of murders’,2024-10-21
Rupee will need support from central bank amid possible outflows,2024-10-21
Auto exports rise 14% in H1 on PVs and two wheelers,2024-10-21
Automobile exports from India rise 14% in Apr-Sep period,2024-10-20
"CNG price may go up INR 4-6 on input supply cut, excise duty cut to ease situation",2024-10-20
India's Jindal SAW posts 32.5% jump in Q2 profit,2024-10-19
Almost half of those taking automated DL test failing it,2024-10-19
Centre gives nod to 3 Green Hydrogen Pilot Projects for Steel Cos,2024-10-19
"Hindustan Zinc to pursue demerger, says CEO",2024-10-19
"Rupee slips to record low, cenbank intervention thwarts sharp fall",2024-10-19
"At 12.8%, transport primary vehicle of bad air in capital",2024-10-19
"Government selects SAIL, two consortiums for pilot projects for using hydrogen in steelmaking",2024-10-18
Monetising customer data in EV charging is redefining India's automotive future,2024-10-18
Secondary long steel producers likely to see 7% rise in revenues in FY25: Crisil Ratings,2024-10-18
"Shared cabs filling Noida’s public transport gap, but there’s a risk",2024-10-18
Delhi chokes as overall AQI drops to 293,2024-10-18
CNG prices may rise as Govt cuts domestic gas supply to city gas firms,2024-10-18
HC seeks Govt's reply to plea on data leak of vehicle owners,2024-10-18
Rupee pegged back by higher US yields; hopes of RBI intervention counters,2024-10-18
India's logistics cost will come down to single-digit in two years: Gadkari,2024-10-18
"GRAP 1 in force, but AQI still turns poor, no relief soon",2024-10-17
IIT Indore develops catalyst for economical production of pure hydrogen from methanol,2024-10-17
DEWA grants first independent EV Charge Point Operator licences in Dubai,2024-10-17
"The world will be fueled by electricity but even more clean energy is needed, says report",2024-10-17
Rupee mini rally will have to contend with runaway dollar,2024-10-17
"7 cos join hands to form quality management body, invest INR 25,000 cr",2024-10-17
"Electronic driving licences, registration certificates may replace smart card system in Delhi",2024-10-17
Bajaj Auto Q2 net up 9% on strong local and export volumes,2024-10-17
"Electric car sales have slumped, misinformation is one of the reasons",2024-10-16
"Rio Tinto Q3 iron ore shipments rise, Simandou on track for 2025",2024-10-16
Maharashtra announces complete toll waiver for motorists on Mumbai entry points ahead of elections,2024-10-16
"Dollar pullback to help Indian rupee, weak risk appetite to weigh",2024-10-16
Tata Group to create 5 lakh manufacturing jobs in 5 years,2024-10-15
BMW CEO: Europe must cancel petrol engine ban to reduce reliance on China,2024-10-15
Indian conglomerates poised for USD 800 bn investment push: S&P Global Ratings,2024-10-15
Capgemini report highlights disconnect between automotive industry and consumers on customer experience,2024-10-15
Paris Motor Show opens during a brewing EV trade war between the EU and China,2024-10-15
No win in winter: In pollution’s GRAP already,2024-10-15
Rupee to hold near all-time low amid dollar's climb to over 2-month high,2024-10-15
Audio Interview| Nearshoring and Mexico: Entering or expanding automotive operations through M&A activities,2024-10-15
Turning the tide: Effective strategies for mitigating inventory excess in Indian dealerships,2024-10-14
India Inc should take up large scale production of biofuels: Nitin Gadkari,2024-10-14
Passenger vehicle and commercial vehicle sales drop 2% and 11%,2024-10-14
India's Elon Musk — and his EVs — need to be less combustible,2024-10-14
Anti-dumping step: India may raise the bar to block entry of cheap steel,2024-10-14
Automated vehicle fitness centres at 5 locations soon,2024-10-14
"Breach of key level, dollar strength to weigh on rupee",2024-10-14
China-EU EV tariff talks in Brussels end with 'major differences': Beijing,2024-10-13
Delhi poised to establish first vehicle scrapping facility to combat pollution,2024-10-12
India's mining and construction equipment industry to expand by 70-80 %  in next 5 years: ICRA,2024-10-12
Delhi govt mulling congestion tax on vehicles entering city,2024-10-12
How green is your car?,2024-10-12
"In France's Cognac, Beijing and Brussels' EV spat spells disaster",2024-10-11
"JSW Steel partners with BHP, Carbon Clean to work on capture technology in steelmaking",2024-10-11
Overage vehicles in NCR adding to pollution: Panel,2024-10-11
"Luxury goods unlikely to be next target of China's EU trade retaliation, say analysts",2024-10-11
"France plans to cut assistance for EV purchases by third, toughen penalties on some vehicles",2024-10-11
UAW chief slams Trump over threat to repeal EV investments,2024-10-11
Rupee impasse to persist; Fed outlook barely affected by US inflation data,2024-10-11
Indian automotive sector observes record 32 deals worth USD 1.9 bn in Q3 2024,2024-10-11
"‘Delhi has over 3L EVs, but only 3,100 charging stations’",2024-10-11
"Auto OEMs anticipate steady growth amidst growth in 2W, PV and Tractors: Report",2024-10-10
"India needs to impose tariffs on steel imports, says SAIL's chairman",2024-10-10
"Driving EV: Smart for your wallet, Safe for your environment",2024-10-10
"Ratan Tata, JLR and his ability to see ‘beyond what other people are used to looking at’",2024-10-10
Up close and personal with Ratan Tata,2024-10-10
Vajram Electric acquires 40% stake in Varcas Automobiles to boost EV market presence,2024-10-10
"Who will win the robotaxi race? Tesla, Waymo, or Uber?",2024-10-10
China says anti-dumping move on EU brandy is legitimate trade measure,2024-10-10
Slow charge point rollout risks stalling US EV sales momentum: Maguire,2024-10-10
"Higher US yields to squeeze rupee, while RBI protects 84/USD",2024-10-10
Industrialist and visionary Ratan Tata passes away at 86,2024-10-10
SUN Mobility-IOCL appoint Anant Badjatya as CEO of joint venture,2024-10-09
"Customs authority imposes INR 92.04 cr penalty, INR 10 cr fine on Vedanta",2024-10-09
Industrial smart cities – pivot point in reshaping India's manufacturing future,2024-10-09
Gadkari launches Humsafar Policy to provide essential facilities on national highways,2024-10-09
Govt proposes changes in Motor Vehicles Act,2024-10-09
CM approves plan to incentivise scrapping of old vehicles in city,2024-10-09
China says to take anti-dumping measures against EU brandy imports,2024-10-09
FICCI report projects $15 bn Taiwanese investment potential in India's electronics and EV sectors,2024-10-09
China targets EU brandy in EV tariff vote tit-for-tat,2024-10-09
"Brussels rejected China proposal for 30,000 euro minimum sales price in EV dispute",2024-10-09
Rupee rises 5 paise to 83.92 against US dollar in early trade,2024-10-09
Delhi may introduce congestion tax to combat pollution,2024-10-09
"Tata Motors global wholesales decreases 11% at 3,04,189 units in Q2 FY25",2024-10-09
"E-car sales fall for the 6th straight month in September, e-2Ws continue on growth path",2024-10-08
"Optimistic about Tata Motors, M&M, in no hurry to buy Ola Electric: Deven Choksey",2024-10-08
"Increasing mining operations, launching new projects to make India self-reliant in coal sector",2024-10-08
"Car sales decline 29%, two-wheelers down 35.8%",2024-10-08
EU backing for China EV tariffs shows Berlin's waning influence,2024-10-08
"Rupee to rely on central bank support amid higher US yields, outflows",2024-10-08
Servotech Power Systems gets additional order to set up 9 EV charging stations in Maharashtra,2024-10-08
Audio Interview: US – China Trade War Update: Recommendations for the Automotive Industry,2024-10-08
"Automobile sales plummet 9.26% in September amid festive slump, Shraddh period and heavy rains",2024-10-07
Trump threatens a 200% tariff on vehicles imported from Mexico,2024-10-07
Over 60 %  of South Korea's automotive exports shipped to North America,2024-10-07
Rupee to remain moored at 84/USD after 50 bps Fed rate cut priced out,2024-10-07
Exicom acquires US EV charging company Tritium for INR 310 cr,2024-10-07
Govt asks major steel players to use iron ore fines also for steel making,2024-10-06
Key infra projects get approval under NHAI annual plan,2024-10-06
Quality concerns push HRS to test Chengalpet road,2024-10-06
VW CEO: Chinese automakers should be allowed to avert tariffs by investing in EU,2024-10-06
"Hindalco, JSW Steel in race for copper mines in Jharkhand",2024-10-06
2Ws and tractors are poised for significant growth between FY24-FY26: Report,2024-10-06
"Reliance, Tata & Adani can’t seem to fill positions in this booming sector",2024-10-06
EU plan to press ahead with China EV tariffs bad for ties and green ambitions -Xinhua,2024-10-06
"EU imposes up to 45% tariffs on Chinese EVs; 'unfair', says Beijing",2024-10-05
General Motors halts vehicle production at two US plants due to Hurricane Helene,2024-10-05
EU tests mettle to take on China with new EV tariff fight,2024-10-05
C-BAM aims to reward India's investment in green energy: French Envoy to OECD,2024-10-05
EU executive to adopt tariffs on Chinese EVs after vote,2024-10-04
"Vedanta reports rise in production of aluminium, zinc, iron ore in Q2",2024-10-04
"US, India to cooperate on critical minerals: statement",2024-10-04
Green hydrogen hype fades as high costs force project retreat,2024-10-04
Spain calls for compromise with China ahead of EU vote on EV tariffs,2024-10-04
EU governments face pivotal vote on Chinese EV tariffs,2024-10-04
How Delhi can take road to cleaner air,2024-10-04
"Rupee to hold near all-time low on foreign outflows, oil worries",2024-10-04
"Renewable Energy India Expo 2024: A key event for solar, battery storage, and EV sectors",2024-10-04
"Volvo Construction Equipment aims to double market share, eyes global expansion from India: MD Dimitrov Kris..",2024-10-04
New plan to subsidise charging stations for 2 and 3-wheelers,2024-10-04
"Delhi Govt to extend EV policy for last time, till March 2025",2024-10-04
RSB Transmissions secures Bain Capital Investment for global expansion and M&A,2024-10-03
Indian steel majors best-placed producers globally: Nomura,2024-10-03
BSL to set up two Greenfield steel units,2024-10-03
Xpeng exploring localization options in Europe as Tariff vote looms,2024-10-03
"Govt proposes changes to MV Act, 12-month deadline for accident claims, legal clarity for commercial use of ..",2024-10-03
"China files appeal to WTO on Canada's tariffs on EVs, metal products",2024-10-03
"EU has enough support to impose Chinese EV tariffs, say sources",2024-10-03
Accelerating EV adoption key to improving air quality,2024-10-03
Macron backs Chinese EV tariffs as Scholz calls for dialogue,2024-10-03
Global hydrogen production set to surge despite uncertainties: IEA,2024-10-03
"Rupee likely to decline on dollar strength, Middle East risks",2024-10-03
India's EV market rises 23% in September with 1.59 lakh unit sales,2024-10-03
"JSW in talks with Volkswagen, FinDreams for EV tech",2024-10-03
"China files appeal to WTO on Canada's tariffs on EVs, metal products",2024-10-02
Vivriti Capital secures USD 25 mn from ADB for climate finance projects,2024-10-02
Consumer spending patterns reshaping auto sector: Vijayaraghavan Swaminathan,2024-10-02
Working on Automotive Mission Plan 2047 to make India advanced industrial power: Official,2024-10-02
"US issues USD 2 bn electric vehicle tax rebates since Jan 1, says Treasury",2024-10-02
European automakers most at risk from US dockworkers strike,2024-10-02
"TVS Motor sales increases 20% with 4,82,495 units in September",2024-10-02
Follow PM E-DRIVE rules and prevent recurrence of FAME 2 fiasco: Kumaraswamy to industry,2024-10-02
"Maruti, Hyundai, Tata Motors report decline in wholesales in Sep",2024-10-01
"Tata Motors sales drop 15% Y-o-Y in Sept with 69,694 units",2024-10-01
"Mahindra & Mahindra reports 24% growth in passenger vehicle sales for September, total sales reach 87,839 un..",2024-10-01
"Bajaj Auto September sales up 23% to 3,11,887 units",2024-10-01
Dumping probe begins into China CRNO steel imports,2024-10-01
Rupee may struggle after Powell dampens hopes of another jumbo rate cut,2024-10-01
Vehicles registered before ’03 to get 75% tax cut if scrapped,2024-10-01
"Vehicles, road dust & industries main Delhi-NCR polluters: Study",2024-10-01
Audio Interview: The sale leaseback market in Mexico – Why is it becoming so prevalent in 2024?,2024-09-30
Tata Steel ends 'legacy steelmaking' at Britain's largest steelworks,2024-09-30
Exploring India's path to manufacturing excellence: ET Auto’s Design and Manufacturing Summit discusses ke..,2024-09-30
Philippines' Marcos opens first EV battery plant,2024-09-30
"By 2035, EVs to consume 6 to 8.7% of India's electricity: Report",2024-09-30
"PM E-DRIVE: Centre notifies INR 10,900 crore EV subsidy scheme",2024-09-30
Fire breaks out at Chinese battery giant CATL plant,2024-09-30
Rupee falls 6 paise to 83.75 against US dollar in early trade,2024-09-30
"An INR 50 crore and growing biz of Mercedes-Benz India, and it's not from cars",2024-09-30
Govt delegation to leave for Mongolia next month to discuss coking coal imports,2024-09-29
"Piyush Goyal's US visit: India, America to discuss pact to boost collaboration in critical minerals",2024-09-29
"Govt subsidies, falling battery prices to make EVs more accessible: Axis Securities",2024-09-29
"IPO rush: Hyundai, Swiggy, NTPC Green Energy among cos looking to raise INR 60,000 cr in Oct-Nov",2024-09-29
Officials warn that EVs could catch fire if inundated with saltwater from Hurricane Helene,2024-09-29
"With 23% CAGR, global EV market to soar to USD 2108 billion by 2033: Report",2024-09-28
"UAW urges Stellantis workers to authorize strike, accuses car maker of breaching contract",2024-09-28
Chinese automaker BYD seeks further easing of Mexico EV tariffs,2024-09-28
"Non-payment of toll charges to reflect on Vahan portal, app",2024-09-28
Companies need to stop seeing talent diversity as a CSR goal: HR leaders,2024-09-28
Officials warn that EVs could catch fire if inundated with saltwater from Hurricane Helene,2024-09-28
EU changes hydrogen project auction rules to limit Chinese presence,2024-09-28
"PM Modi to dedicate INR 10,400 crore in energy projects, bolstering India’s infrastructure and green trans..",2024-09-28
Technology and sustainability to ride on automobile industry EV future,2024-09-27
Steel prices may continue to languish despite low global output,2024-09-27
'On verge of serious problem': SC pulls up Delhi air quality panel for not being 'more active',2024-09-27
"Balmer Lawrie plans INR 700-cr capital expenditure, to diversify into ethanol production",2024-09-27
"UK car production falls for sixth straight month in August, shows data",2024-09-27
BikeWo GreenTech shares list at 27% discount over IPO price on NSE SME platform,2024-09-27
Evergrande EV unit's liquidators still in talks with potential stake buyers,2024-09-27
"EVs to wooden bike, what’s pulling crowds at Intl trade show",2024-09-27
Doon to get 9 EV charging stations,2024-09-27
"PM Modi to dedicate INR 10,400 crore in energy projects, bolstering India’s infrastructure and green trans..",2024-09-27
China targets consensus with EU on EV tariff dispute through flexible pricing solutions,2024-09-27
Rupee to gauge trimmed bets of jumbo Fed cut; US inflation data in focus,2024-09-27
Gadkari orders probe into poor e-way upkeep,2024-09-27
"US auto sales set to fall in September on fewer selling days, shows report",2024-09-26
"Anant Ambani, Murray Auchincloss inaugurate Jio-bp’s 500th EV-charging station in Mumbai",2024-09-26
"Nitin Gadkari slams Indian Road Congress, calls for construction of better quality roads",2024-09-26
Indian steelmakers seek higher tariffs as Chinese imports surge,2024-09-26
Red Bull KTM partners with Marelli to enhance MXGP performance,2024-09-26
Alt Mobility appoints Pankaj Gupta as Chief Growth Officer to accelerate retail leasing expansion,2024-09-26
Vehicle financiers bet big on festive season to revive demand,2024-09-26
Helmetless driving touches 40% of traffic violations,2024-09-26
EV Industry in India is not relevant without incentives: Bernstein,2024-09-26
"Ford, GM shares fall after Morgan Stanley analyst downgrade",2024-09-26
"India focused on urban infrastructure, e-mobility, and renewable energy for growth: FM Sitharaman",2024-09-26
Bike loan co Manba’s INR 151cr IPO subscribed 224 times,2024-09-26
Rupee rises 5p against US dollar,2024-09-26
"Delhi LG seeks to link vehicle's insurance premium to traffic violations, writes to FM Sitharaman",2024-09-26
JSW Group appoints Rajiv Mehta as chief of mobility arm,2024-09-25
China urges US to stop 'unreasonable suppression' of its firms in latest auto row,2024-09-25
Thai auto sector reels from falling orders and soaring household debt,2024-09-25
Delhi govt signs MoU to upgrade public vehicle tracking system,2024-09-25
Transport dept issues norms to ease RC process for new vehicles,2024-09-25
Italian unions call strike at Stellantis on Oct. 18 over falling production,2024-09-25
AutoZone misses quarterly profit estimates on rising costs; shares down,2024-09-25
Canada considering ban on Chinese tech in connected vehicles: minister,2024-09-25
EV charging unit inspection finds no leakage,2024-09-25
India joins US-led Minerals security fin setup,2024-09-25
"Rupee to resume rise on yuan-led Asia rally, Fed outlook",2024-09-25
Enjoy zero cost mobility with EVs and rooftop solar charging,2024-09-25
"JSW group not withdrawing INR 40,000 cr EV project from Odisha: Company official",2024-09-24
India's power sector has potential of INR 40 trillion investment over next decade: Motilal Oswal,2024-09-24
JSW Group appoints Rajiv Mehta as Chief of mobility arm,2024-09-24
Continental India partners with Amrita University and MathWorks to launch AUTOSAR course for automotive indu..,2024-09-24
"Some 40% of regions, cities and companies lack emissions-cut targets, says survey",2024-09-24
NSRCEL and Maruti Suzuki launch 4th cohort of incubation program to support mobility startups,2024-09-24
Stellantis denies failing to honor commitments with UAW,2024-09-24
"White House details plan to safeguard US auto sector, avoid second 'China shock'",2024-09-24
"New US rule would require GM, Ford to halt imports of cars they build in China, says official",2024-09-24
Rupee's upside seen largely capped at current level,2024-09-24
Biden proposes banning Chinese vehicles from US roads with software crackdown,2024-09-24
"myTVS launches Mobility-as-a-Service platform for EV fleets, to add 10,000 e2Ws by March 2025",2024-09-24
From Peels to Fuel: Potatoes may soon quench thirst of your car,2024-09-24
Audio Interview: How AI is Revolutionizing the Automotive Industry Internationally,2024-09-23
Siemens to carve out EV charging business,2024-09-23
"India's finished steel imports from China hit 7-year high in April-August, data shows",2024-09-23
"Kerala’s green hydrogen valley project to be set up with INR 18,542 cr investment",2024-09-23
Acceptability of new energy vehicles set to rise by end of decade: Urban Science Survey,2024-09-23
Indian state coal producer looks to sell surplus coal at discount,2024-09-23
"US, India reveal roadmap to build secure global clean energy supply chain",2024-09-23
"Share of mfg in GDP needs to increase, says FM",2024-09-23
"Key flyovers stalled over green nod, PWD plans legal route to clear path",2024-09-23
Stronger rupee has exporters worried,2024-09-23
Govt rolls out new EV charging guidelines to fuel electric vehicle boom across India,2024-09-23
Fossil fuels will continue to lead energy mix amid slow EV growth and clean energy challenges: McKinsey,2024-09-22
Lessons India can learn from the global success of China’s Electric Vehicle makers,2024-09-22
EV charging stations in city gain traction slowly,2024-09-22
LG focuses headlights on vehicle & dust pollution,2024-09-21
"Karnataka new traffic rule: Get ready to pay INR 1,000 traffic fine if you don't have this",2024-09-21
VW must solve most of its problems alone: German minister,2024-09-21
Govt caps late fee at 1k for vehicle fitness certificate,2024-09-21
PM E-Drive scheme to have phased manufacturing plan to push EV parts production,2024-09-21
German economy minister offers help to Volkswagen to avoid site closures,2024-09-20
Bharat Petroleum and Ionage partner to expand EV charging network,2024-09-20
"USD 1.3 trillion opportunity for EV revolution in emerging Asia, India holds the future: Report",2024-09-20
Discussions on how to protect domestic steel industry going on: Union Minister,2024-09-20
Nippon Steel to sell USD 211 mn in assets to manage debt amid U.S. Steel deal,2024-09-20
UP to apply fluorescent strips on horns and necks of stray cattle to stop road accidents,2024-09-20
"Coal India eyeing Argentina, Chile for critical minerals, says official",2024-09-20
"EU, China boost efforts to avert electric-vehicle tariffs, says EU",2024-09-20
"Volkswagen's audit of Xinjiang plant failed to meet international standard, FT reports",2024-09-20
"Germany considering ways to support VW, says economy minister",2024-09-20
"Rupee likely to extend winning run on upbeat risk, Fed outlook",2024-09-20
India to ensure sufficient charging infrastructure for massive EV adoption: Kumaraswamy,2024-09-20
S&P Global Mobility lowers India's 2030 EV penetration forecast to 19%,2024-09-20
Govt considering vehicle tax rebate to promote scrapping,2024-09-19
India aims to slash logistics costs to single-digit percentage in next five years,2024-09-19
China says will negotiate 'until the last minute' on EU EV probe,2024-09-19
